GEOID,NAME,KWH_TOT_SQ,THRMS_TOT_,TOT_POP,AVGBLDGAGE
170318421003013,Block 3013,1880.0,0.0,63.0,111.0
170310707002012,Block 2012,14598.0,22241.0,111.0,41.0
170312435002004,Block 2004,0.0,0.0,0.0,0.0
170318325001004,Block 1004,0.0,0.0,0.0,0.0
170311907012012,Block 2012,6548.0,6548.0,106.0,62.0
170312435002033,Block 2033,0.0,0.0,0.0,0.0
170312211002019,Block 2019,6452.0,6452.0,26.0,0.0
170318367001020,Block 1020,5504.0,5504.0,16.0,121.0
170312410002001,Block 2001,0.0,0.0,0.0,0.0
170318322002028,Block 2028,7158.0,7158.0,13.0,51.5
170312307003009,Block 3009,0.0,0.0,0.0,0.0
170312207024005,Block 4005,0.0,0.0,0.0,0.0
170318367001005,Block 1005,0.0,0.0,0.0,0.0
170311613002000,Block 2000,1866.0,1866.0,8.0,92.0
170311910001009,Block 1009,13335.0,13335.0,126.0,83.0
170310818002036,Block 2036,0.0,0.0,0.0,0.0
170312222001000,Block 1000,3217.0,3217.0,23.0,145.0
170312407001009,Block 1009,14386.0,16944.0,130.0,91.8799973
170318422001065,Block 1065,0.0,0.0,0.0,0.0
170318423001088,Block 1088,0.0,0.0,0.0,0.0
170310818002047,Block 2047,57444.0,57444.0,0.0,39.5
170312107001009,Block 1009,0.0,0.0,0.0,0.0
170310624001010,Block 1010,15256.0,15256.0,44.0,0.0
170311604002001,Block 2001,35914.0,32714.0,40.0,49.7999992
170318321003008,Block 3008,11990.0,5618.0,37.0,0.0
170318422001005,Block 1005,0.0,0.0,0.0,0.0
170311610002006,Block 2006,6947.0,6947.0,45.0,111.0
170311608005016,Block 5016,16383.0,16383.0,111.0,100.4400024
170318325001003,Block 1003,4100.0,4100.0,331.0,14.0
170318378002024,Block 2024,6421.0,6421.0,126.0,4.5
170312423001005,Block 1005,0.0,0.0,0.0,0.0
170312211001009,Block 1009,10881.0,10881.0,37.0,109.0
170311607002011,Block 2011,10736.0,10736.0,76.0,107.0
170312105012004,Block 2004,33639.0,33639.0,391.0,0.0
170310507001000,Block 1000,9081.0,9081.0,0.0,53.5
170312429002021,Block 2021,0.0,0.0,0.0,0.0
170310605001009,Block 1009,7320.0,7320.0,74.0,85.0
170312414002000,Block 2000,4664.0,4664.0,7.0,86.0
170312206024011,Block 4011,21570.0,21570.0,56.0,103.5599976
170318437001002,Block 1002,830773.0,1150328.0,151.0,11.8500004
170312106012000,Block 2000,14745.0,11545.0,50.0,38.0
170310503002009,Block 2009,20481.0,12381.0,23.0,82.25
170312801001014,Block 1014,38448.0,34308.0,0.0,0.0
170311912001002,Block 1002,2800.0,2800.0,15.0,72.0
170318391001004,Block 1004,0.0,0.0,0.0,0.0
170312209022000,Block 2000,0.0,0.0,0.0,0.0
170310604002003,Block 2003,2244.0,0.0,75.0,0.0
170310615001007,Block 1007,7000.0,7000.0,106.0,80.0
170310715003024,Block 3024,1718.0,1718.0,47.0,0.0
170312305002003,Block 2003,0.0,0.0,0.0,0.0
170310608002004,Block 2004,0.0,0.0,0.0,0.0
170310704001000,Block 1000,4410.0,4410.0,24.0,129.0
170312306006019,Block 6019,7208.0,7208.0,81.0,69.0
170318321002002,Block 2002,22529.0,22529.0,101.0,91.1299973
170312312002005,Block 2005,3410.0,0.0,135.0,113.0
170312411002009,Block 2009,23549.0,23549.0,107.0,96.5500031
170312312001013,Block 1013,2820.0,3236.0,117.0,102.0
170312211003003,Block 3003,13339.0,13339.0,31.0,96.5999985
170311608005007,Block 5007,6925.0,6925.0,89.0,0.0
170312107002007,Block 2007,13066.0,13066.0,52.0,91.1999969
170312203002002,Block 2002,14844.0,14844.0,59.0,105.0
170312604001004,Block 1004,0.0,0.0,0.0,0.0
170310514001018,Block 1018,9933.0,9933.0,21.0,110.5
170312212002016,Block 2016,0.0,0.0,0.0,0.0
170312004023010,Block 3010,14915.0,14915.0,141.0,105.5
170310622002008,Block 2008,3608.0,3608.0,83.0,114.0
170311609002028,Block 2028,0.0,0.0,0.0,0.0
170312210002010,Block 2010,19031.0,19031.0,133.0,95.25
170312109001019,Block 1019,5684.0,5684.0,26.0,113.6699982
170318370002011,Block 2011,13068.0,2836.0,16.0,0.0
170312414003000,Block 3000,22333.0,41291.0,0.0,56.5
170311604002029,Block 2029,18830.0,15050.0,68.0,88.8000031
170312213003015,Block 3015,2200.0,2200.0,23.0,0.0
170312428001008,Block 1008,0.0,0.0,0.0,0.0
170312312002002,Block 2002,16449.0,18401.0,125.0,92.5599976
170312510001016,Block 1016,0.0,0.0,0.0,0.0
170311605011016,Block 1016,12843.0,12843.0,67.0,89.6699982
170311612002020,Block 2020,4867.0,4867.0,270.0,4.0
170312216002005,Block 2005,2381.0,2381.0,28.0,4.0
170318423001066,Block 1066,0.0,0.0,0.0,0.0
170310503001008,Block 1008,19267.0,19267.0,85.0,89.4400024
170312226001009,Block 1009,15486.0,17438.0,96.0,110.8799973
170312308001004,Block 1004,18876.0,18876.0,110.0,103.6299973
170310710002003,Block 2003,1000.0,1000.0,83.0,118.0
170312226001021,Block 1021,0.0,0.0,0.0,0.0
170312517001006,Block 1006,2466.0,2466.0,93.0,91.0
170310509001008,Block 1008,4102.0,4102.0,60.0,0.0
170312211003020,Block 3020,18562.0,24544.0,71.0,88.25
170318330001010,Block 1010,0.0,0.0,0.0,0.0
170311605022000,Block 2000,18611.0,18611.0,9.0,48.5
170318421004008,Block 4008,15434.0,11381.0,138.0,63.7999992
170310715006005,Block 6005,9119.0,994.0,42.0,0.0
170312425001017,Block 1017,10095.0,10095.0,175.0,96.6699982
170312301001004,Block 1004,5192.0,4208.0,0.0,4.75
170318324001020,Block 1020,2351.0,2351.0,101.0,0.0
170310818002028,Block 2028,1900.0,1900.0,0.0,59.5
170318325002039,Block 2039,25505.0,25505.0,34.0,21.0
170310505004001,Block 4001,8562.0,8562.0,16.0,106.3300018
170318423001093,Block 1093,1470.0,1470.0,93.0,0.0
170312424001013,Block 1013,3387.0,3387.0,41.0,95.0
170310631002005,Block 2005,8012.0,8012.0,101.0,123.0
170312510001028,Block 1028,3215.0,3215.0,64.0,82.0
170310502002032,Block 2032,1972.0,1972.0,93.0,110.0
170310810005001,Block 5001,20088.0,20088.0,522.0,0.0
170310503001003,Block 1003,5904.0,5904.0,84.0,93.0
170312604001019,Block 1019,0.0,0.0,0.0,0.0
170318311004013,Block 4013,7323.0,7323.0,24.0,53.0
170312515002012,Block 2012,8964.0,8964.0,27.0,103.25
170312423001013,Block 1013,33523.0,30601.0,59.0,113.6699982
170312207024002,Block 4002,0.0,0.0,0.0,0.0
170318421005016,Block 5016,0.0,184800.0,0.0,54.0
170318423001084,Block 1084,2000.0,2000.0,6.0,0.0
170310610001007,Block 1007,20909.0,15018.0,121.0,111.3300018
170310624001013,Block 1013,4642.0,4642.0,46.0,116.5
170312229001013,Block 1013,12558.0,12558.0,40.0,85.0
170311912002013,Block 2013,17215.0,19375.0,93.0,80.8899994
170310501001005,Block 1005,9814.0,9814.0,127.0,0.0
170311910001014,Block 1014,15519.0,15519.0,96.0,88.5699997
170310625001014,Block 1014,70921.0,46523.0,128.0,47.8800011
170312315001004,Block 1004,0.0,1100.0,32.0,111.0
170310803001003,Block 1003,0.0,0.0,0.0,0.0
170312109002000,Block 2000,0.0,0.0,0.0,0.0
170312228001000,Block 1000,20600.0,0.0,39.0,46.5
170312428001009,Block 1009,27524.0,27524.0,60.0,107.3600006
170312205003007,Block 3007,4041.0,4041.0,42.0,105.0
170312424002007,Block 2007,7377.0,7377.0,71.0,54.0
170318325001024,Block 1024,7942.0,7942.0,22.0,127.75
170312518003000,Block 3000,0.0,0.0,0.0,0.0
170312608001000,Block 1000,21820.0,7063.0,28.0,3.5999999
170310718001004,Block 1004,16758.0,16758.0,27.0,76.5
170311612002011,Block 2011,3168.0,3168.0,61.0,94.0
170312210002006,Block 2006,1300.0,1300.0,100.0,95.0
170318437002024,Block 2024,8354.0,5758.0,16.0,91.8300018
170311605022020,Block 2020,37631.0,35831.0,154.0,60.8899994
170310503003002,Block 3002,0.0,0.0,0.0,0.0
170312105023001,Block 3001,9510.0,39038.0,186.0,86.25
170312109001047,Block 1047,13237.0,15537.0,69.0,105.8600006
170311510022000,Block 2000,17340.0,16570.0,0.0,18.0
170312104002009,Block 2009,20685.0,20685.0,108.0,91.8799973
170311510012003,Block 2003,2442.0,2442.0,83.0,94.0
170312416001005,Block 1005,2000.0,2000.0,142.0,119.0
170318324001011,Block 1011,27000.0,27000.0,152.0,120.8600006
170312306004011,Block 4011,2659.0,2659.0,6.0,0.0
170311507001008,Block 1008,8338.0,5998.0,63.0,91.0
170312516001009,Block 1009,25257.0,18724.0,65.0,92.8199997
170310510001011,Block 1011,0.0,0.0,0.0,0.0
170312001001012,Block 1012,17520.0,14016.0,70.0,81.0
170310702002006,Block 2006,62779.0,62779.0,191.0,75.0
170312433001000,Block 1000,17591.0,11591.0,75.0,46.7999992
170312511004001,Block 4001,9493.0,7289.0,0.0,90.5
170312518003013,Block 3013,0.0,0.0,0.0,0.0
170318312003009,Block 3009,8696.0,8696.0,48.0,75.0
170312306004017,Block 4017,48562.0,48562.0,189.0,90.6100006
170311608005006,Block 5006,25244.0,25244.0,90.0,92.5599976
170312213003006,Block 3006,19107.0,19107.0,148.0,0.0
170312403001027,Block 1027,20474.0,21335.0,84.0,99.9100037
170312204001013,Block 1013,32257.0,32257.0,34.0,95.4599991
170318437002009,Block 2009,18707.0,18707.0,53.0,110.8600006
170310817002009,Block 2009,280100.0,280100.0,0.0,37.0
170310608001001,Block 1001,12722.0,12722.0,191.0,16.0
170310710002002,Block 2002,4688.0,4688.0,54.0,0.0
170312427001004,Block 1004,14578.0,14578.0,119.0,115.1999969
170311903002001,Block 2001,8964.0,8964.0,59.0,44.6699982
170310712001015,Block 1015,0.0,0.0,0.0,0.0
170318330002018,Block 2018,48879.0,48879.0,0.0,60.5
170312415002012,Block 2012,0.0,0.0,0.0,0.0
170310621003010,Block 3010,8620.0,8620.0,93.0,2.0
170311602004024,Block 4024,26036.0,0.0,60.0,84.0
170318391001056,Block 1056,118800.0,102500.0,0.0,60.5
170312214002010,Block 2010,1386.0,1386.0,91.0,119.0
170312429001020,Block 1020,16846.0,16846.0,62.0,91.7799988
170310704002013,Block 2013,5709.0,5709.0,34.0,57.0
170312808001001,Block 1001,0.0,0.0,0.0,0.0
170310505002002,Block 2002,2400.0,2400.0,33.0,87.0
170310624001020,Block 1020,29003.0,24697.0,85.0,105.5999985
170312307003022,Block 3022,8136.0,5028.0,65.0,103.0
170310712002001,Block 2001,8525.0,8525.0,91.0,5.0
170312222001009,Block 1009,4924.0,4924.0,34.0,110.0
170318319002010,Block 2010,12925.0,17049.0,50.0,51.25
170318325001028,Block 1028,2500.0,2500.0,4.0,67.0
170312402001026,Block 1026,2430.0,2430.0,70.0,121.0
170312106022004,Block 2004,10424.0,10424.0,61.0,76.0
170310818003011,Block 3011,0.0,0.0,0.0,0.0
170312307003013,Block 3013,17070.0,12808.0,52.0,57.5999985
170318380001012,Block 1012,0.0,0.0,0.0,0.0
170312413001001,Block 1001,10166.0,20707.0,7.0,104.1699982
170318324001016,Block 1016,4842.0,4842.0,113.0,109.0
170318317001043,Block 1043,1804.0,1804.0,83.0,95.0
170310514001009,Block 1009,0.0,0.0,0.0,0.0
170312215002006,Block 2006,23857.0,26537.0,34.0,111.4499969
170310705003000,Block 3000,0.0,0.0,0.0,0.0
170310602001005,Block 1005,73493.0,71241.0,8.0,33.75
170310702001004,Block 1004,20060.0,20060.0,209.0,46.7999992
170312406001005,Block 1005,24647.0,24080.0,132.0,43.6699982
170310604001013,Block 1013,0.0,0.0,0.0,0.0
170312004011002,Block 1002,19421.0,21367.0,99.0,92.1100006
170312422001028,Block 1028,2856.0,2856.0,5.0,119.0
170312213001003,Block 1003,0.0,0.0,0.0,0.0
170318323001005,Block 1005,17811.0,17811.0,18.0,0.0
170310819001008,Block 1008,0.0,16581.0,51.0,0.0
170311603003007,Block 3007,35165.0,35165.0,166.0,79.0
170312309001009,Block 1009,10497.0,10497.0,147.0,110.5
170312434002012,Block 2012,2849.0,0.0,49.0,0.0
170318367001009,Block 1009,17540.0,20040.0,63.0,91.3300018
170312714001007,Block 1007,0.0,0.0,0.0,0.0
170312106013012,Block 3012,32023.0,32023.0,145.0,110.3499985
170312001003021,Block 3021,8061.0,8061.0,109.0,70.6699982
170312107003013,Block 3013,31082.0,29977.0,30.0,28.75
170312211002031,Block 2031,3738.0,3738.0,105.0,0.0
170310623001005,Block 1005,6269.0,4169.0,120.0,112.0
170310514002002,Block 2002,0.0,0.0,0.0,0.0
170312406001021,Block 1021,29799.0,29799.0,0.0,0.0
170318326002006,Block 2006,1013.0,1013.0,61.0,4.0
170310604003008,Block 3008,12065.0,8339.0,215.0,97.0
170312801001036,Block 1036,35515.0,35219.0,0.0,90.8000031
170310619014003,Block 4003,23049.0,23049.0,3.0,78.0
170312503002015,Block 2015,17196.0,17196.0,27.0,66.0
170318323001063,Block 1063,2400.0,2400.0,45.0,114.0
170312422001014,Block 1014,4818.0,4818.0,36.0,121.0
170318313001000,Block 1000,0.0,0.0,0.0,0.0
170318423001018,Block 1018,13307.0,5087.0,0.0,31.0
170312305001015,Block 1015,4000.0,4000.0,84.0,90.5
170311902004005,Block 4005,8984.0,8984.0,71.0,0.0
170312410002009,Block 2009,0.0,7736.0,62.0,48.0
170318380001027,Block 1027,0.0,0.0,0.0,0.0
170311604002012,Block 2012,6099.0,15485.0,31.0,88.3300018
170318421002004,Block 2004,6155.0,6155.0,110.0,101.0
170312306006009,Block 6009,221603.0,391503.0,0.0,37.3300018
170312309003001,Block 3001,0.0,0.0,0.0,0.0
170312502001011,Block 1011,8782.0,8782.0,82.0,89.75
170310501001010,Block 1010,0.0,0.0,0.0,0.0
170318323001010,Block 1010,0.0,0.0,0.0,0.0
170311902003017,Block 3017,0.0,0.0,0.0,0.0
170312309001014,Block 1014,32438.0,32438.0,129.0,109.1399994
170312518002016,Block 2016,12244.0,9242.0,72.0,107.5999985
170318331003022,Block 3022,0.0,0.0,0.0,0.0
170312420002006,Block 2006,2316.0,2316.0,204.0,4.0
170312309003008,Block 3008,1875.0,1875.0,121.0,106.0
170311604001029,Block 1029,4700.0,0.0,90.0,95.0
170312429001002,Block 1002,11328.0,11328.0,83.0,111.0
170312203002010,Block 2010,2565.0,2565.0,56.0,103.0
170318423001028,Block 1028,0.0,0.0,0.0,0.0
170311911005009,Block 5009,26776.0,26776.0,96.0,90.4000015
170312213002013,Block 2013,2182.0,2182.0,65.0,119.0
170311606021001,Block 1001,21100.0,21100.0,184.0,78.0
170318370002010,Block 2010,0.0,0.0,0.0,0.0
170318322002009,Block 2009,13899.0,13899.0,25.0,81.6699982
170312225001004,Block 1004,3798.0,3798.0,73.0,62.5
170310710001011,Block 1011,27563.0,30373.0,52.0,111.0
170311611001015,Block 1015,1615.0,1615.0,34.0,87.0
170312315005026,Block 5026,0.0,0.0,0.0,0.0
170318391002004,Block 2004,1178213.0,1178213.0,0.0,41.5
170312106011004,Block 1004,11890.0,11890.0,124.0,109.0
170311604002000,Block 2000,0.0,0.0,0.0,0.0
170310804001001,Block 1001,0.0,0.0,0.0,0.0
170310817002014,Block 2014,2486.0,9086.0,0.0,14.6700001
170318312003010,Block 3010,2228.0,2228.0,159.0,115.0
170312109001020,Block 1020,1848.0,1848.0,5.0,119.0
170312428001045,Block 1045,0.0,0.0,0.0,0.0
170310630002004,Block 2004,17509.0,17509.0,83.0,2.0
170312511002000,Block 2000,0.0,6256.0,96.0,85.0
170318330002055,Block 2055,36000.0,36000.0,0.0,75.0
170310604002005,Block 2005,39960.0,44942.0,49.0,106.0699997
170318324001001,Block 1001,0.0,0.0,0.0,0.0
170312423002003,Block 2003,25031.0,25031.0,59.0,73.6299973
170312426002011,Block 2011,14965.0,14965.0,35.0,76.3300018
170312422001020,Block 1020,0.0,21419.0,72.0,62.5
170312435001028,Block 1028,15122.0,23137.0,7.0,55.0
170312407001001,Block 1001,0.0,0.0,0.0,0.0
170312301001011,Block 1011,2200.0,2200.0,79.0,119.0
170318311004019,Block 4019,2154.0,2154.0,145.0,97.0
170310514001008,Block 1008,23156.0,20384.0,41.0,69.75
170312425001003,Block 1003,1063.0,1063.0,110.0,3.0
170318321002000,Block 2000,19490.0,19490.0,36.0,80.5
170312211001004,Block 1004,20623.0,36579.0,54.0,58.25
170312424002009,Block 2009,6072.0,6072.0,79.0,103.0
170311606023013,Block 3013,13115.0,13115.0,152.0,83.0
170318319002004,Block 2004,0.0,0.0,0.0,0.0
170310716001014,Block 1014,19067.0,19067.0,81.0,0.0
170318367001006,Block 1006,3144.0,3144.0,46.0,102.0
170312309003006,Block 3006,37860.0,37860.0,181.0,115.0899963
170311508003012,Block 3012,3146.0,3146.0,98.0,0.0
170318331001023,Block 1023,275781.0,185169.0,0.0,50.6699982
170318309001030,Block 1030,0.0,0.0,0.0,0.0
170312204002014,Block 2014,0.0,0.0,0.0,0.0
170312207021008,Block 1008,0.0,0.0,0.0,0.0
170318311001014,Block 1014,40638.0,40638.0,0.0,4.5
170312004021002,Block 1002,30979.0,33545.0,158.0,85.9199982
170312204002009,Block 2009,7907.0,7907.0,42.0,112.0
170312216002021,Block 2021,1200.0,1200.0,83.0,119.0
170312109001046,Block 1046,17811.0,17811.0,120.0,83.0
170312602001013,Block 1013,0.0,0.0,0.0,0.0
170318312002000,Block 2000,0.0,0.0,0.0,0.0
170312107001015,Block 1015,0.0,4684.0,25.0,58.0
170312428001019,Block 1019,155307.0,155307.0,0.0,0.0
170318313001002,Block 1002,0.0,0.0,0.0,0.0
170310715001007,Block 1007,27064.0,0.0,583.0,0.0
170310628001012,Block 1012,1685.0,1685.0,70.0,0.0
170312434003014,Block 3014,11058.0,20411.0,69.0,89.0
170312309003004,Block 3004,12902.0,12902.0,107.0,71.8300018
170312214001005,Block 1005,13860.0,13860.0,157.0,116.8600006
170318423001036,Block 1036,0.0,0.0,0.0,0.0
170312511001000,Block 1000,88582.0,90310.0,206.0,0.0
170312409001027,Block 1027,42832.0,42832.0,82.0,89.3300018
170311902001010,Block 1010,19699.0,20864.0,79.0,88.7600021
170312430001003,Block 1003,5424.0,5424.0,145.0,121.0
170312608001008,Block 1008,0.0,2544.0,42.0,107.0
170318330002079,Block 2079,0.0,0.0,0.0,0.0
170318310001004,Block 1004,11210.0,11210.0,35.0,97.8000031
170312431002020,Block 2020,0.0,0.0,0.0,0.0
170310810004001,Block 4001,0.0,0.0,0.0,0.0
170318422001033,Block 1033,173400.0,126400.0,0.0,59.3300018
170312222002014,Block 2014,9873.0,9873.0,38.0,5.0
170312306003006,Block 3006,18661.0,18661.0,80.0,78.5999985
170312408001002,Block 1002,37935.0,37935.0,99.0,98.8300018
170318310002000,Block 2000,5925.0,5925.0,51.0,101.0
170312315006000,Block 6000,12497.0,9997.0,3.0,0.0
170318371002036,Block 2036,0.0,0.0,0.0,0.0
170312801001032,Block 1032,13777.0,16287.0,0.0,36.0
170318391001087,Block 1087,0.0,0.0,0.0,0.0
170312207024009,Block 4009,0.0,0.0,0.0,0.0
170312409001036,Block 1036,9622.0,9622.0,45.0,106.0
170310609001001,Block 1001,3582.0,18682.0,40.0,20.0
170312432002021,Block 2021,2024.0,2024.0,12.0,119.0
170311606012001,Block 2001,6920.0,2120.0,183.0,60.0
170312216001007,Block 1007,11923.0,13729.0,34.0,93.4000015
170318383001018,Block 1018,0.0,0.0,0.0,0.0
170312105012013,Block 2013,19439.0,19439.0,0.0,93.1100006
170312206012014,Block 2014,0.0,0.0,0.0,0.0
170318320001017,Block 1017,0.0,0.0,0.0,0.0
170318423001058,Block 1058,0.0,0.0,0.0,0.0
170312302001014,Block 1014,2254.0,2254.0,87.0,130.0
170312105021001,Block 1001,26489.0,24689.0,104.0,109.0899963
170311507002000,Block 2000,0.0,0.0,0.0,0.0
170312428001030,Block 1030,59427.0,59427.0,15.0,12.0
170312422002010,Block 2010,4684.0,4684.0,34.0,28.5
170310705002005,Block 2005,5321.0,5321.0,23.0,109.0
170310716001012,Block 1012,1514.0,1514.0,85.0,0.0
170312004021014,Block 1014,1500.0,1500.0,50.0,115.0
170310704003008,Block 3008,61623.0,68933.0,104.0,84.0599976
170318323001079,Block 1079,2879.0,2879.0,32.0,62.0
170312407001003,Block 1003,1080.0,1080.0,0.0,107.0
170312503002003,Block 2003,17842.0,17842.0,64.0,83.0
170312212002019,Block 2019,8860.0,8860.0,206.0,85.0
170318322001010,Block 1010,6024.0,6024.0,92.0,106.0
170312424001004,Block 1004,36576.0,36576.0,117.0,95.0
170312434001009,Block 1009,3027.0,3027.0,54.0,121.0
170318421003006,Block 3006,4744.0,6584.0,112.0,110.5
170318309001032,Block 1032,1912.0,56412.0,0.0,70.5
170312518001007,Block 1007,4908.0,4908.0,0.0,91.0
170312001001018,Block 1018,0.0,0.0,0.0,0.0
170312209011002,Block 1002,26656.0,27965.0,68.0,106.9400024
170310715001002,Block 1002,10655.0,10655.0,112.0,88.0
170312204002018,Block 2018,27632.0,27632.0,51.0,83.5
170311602004017,Block 4017,22412.0,20086.0,100.0,88.25
170312511002003,Block 2003,2788.0,2788.0,64.0,103.0
170312211001011,Block 1011,13200.0,0.0,107.0,80.0
170312804001042,Block 1042,6037.0,6037.0,260.0,8.0
170310609001002,Block 1002,46053.0,46053.0,0.0,94.0
170312312005017,Block 5017,4670.0,4670.0,54.0,68.0
170318422001071,Block 1071,13625.0,13625.0,96.0,6.0
170312420001004,Block 1004,5662.0,5662.0,124.0,119.0
170318366001016,Block 1016,0.0,0.0,0.0,0.0
170312421003010,Block 3010,30635.0,30635.0,89.0,83.1999969
170312204001000,Block 1000,6896.0,6896.0,83.0,59.5
170311606011002,Block 1002,9477.0,9477.0,183.0,0.0
170312510001006,Block 1006,19500.0,20820.0,79.0,90.0
170310705003007,Block 3007,7888.0,7888.0,76.0,15.0
170310502001012,Block 1012,10412.0,10412.0,55.0,96.0
170312511003007,Block 3007,12786.0,14902.0,60.0,88.1699982
170310505002011,Block 2011,2112.0,2112.0,71.0,111.0
170310804001005,Block 1005,12533.0,12533.0,126.0,40.3300018
170310630001002,Block 1002,80260.0,102560.0,14.0,42.7099991
170312426001004,Block 1004,2326.0,2326.0,154.0,57.0
170310611001015,Block 1015,2871.0,2871.0,0.0,0.0
170312207022013,Block 2013,7707.0,7707.0,114.0,80.0
170311907022005,Block 2005,18549.0,18549.0,68.0,52.1399994
170310621002003,Block 2003,3600.0,3600.0,94.0,89.0
170312210001007,Block 1007,15953.0,15953.0,89.0,103.5699997
170311607003001,Block 3001,10856.0,10856.0,56.0,78.0
170318368002001,Block 2001,22095.0,22095.0,87.0,29.25
170318421005003,Block 5003,4416.0,3456.0,127.0,98.0
170312203001032,Block 1032,1841.0,1841.0,57.0,116.0
170312603001008,Block 1008,0.0,0.0,0.0,0.0
170310715005003,Block 5003,70004.0,31308.0,55.0,28.0
170312209022015,Block 2015,9957.0,9957.0,83.0,79.0
170312606001000,Block 1000,13712.0,22982.0,7.0,93.25
170312416002005,Block 2005,39277.0,30690.0,217.0,59.4300003
170311606022009,Block 2009,4200.0,4200.0,133.0,100.0
170311602004002,Block 4002,0.0,0.0,0.0,0.0
170318311001003,Block 1003,0.0,0.0,0.0,0.0
170310818001014,Block 1014,13950.0,20925.0,13.0,0.0
170310622002013,Block 2013,9192.0,9192.0,96.0,60.5
170311607003009,Block 3009,10652.0,10652.0,120.0,106.25
170312106013016,Block 3016,26080.0,23465.0,103.0,99.5
170312215001022,Block 1022,175494.0,175494.0,290.0,26.0
170312101002017,Block 2017,0.0,0.0,0.0,0.0
170310608003002,Block 3002,0.0,0.0,0.0,0.0
170312508001011,Block 1011,24826.0,24826.0,76.0,83.0
170310702002005,Block 2005,43088.0,43088.0,172.0,84.3300018
170310501002011,Block 2011,18081.0,18081.0,57.0,102.75
170311508005006,Block 5006,10774.0,10774.0,84.0,73.8000031
170312408002006,Block 2006,20520.0,28011.0,66.0,95.4499969
170312435002003,Block 2003,0.0,0.0,0.0,0.0
170310703001001,Block 1001,17962.0,17962.0,112.0,95.5
170312312005003,Block 5003,8262.0,10784.0,90.0,57.0
170312315006030,Block 6030,2408.0,2408.0,62.0,106.0
170318311001025,Block 1025,12267.0,12267.0,116.0,94.0
170318330002071,Block 2071,82613.0,148239.0,0.0,62.5
170312214001003,Block 1003,2178.0,2178.0,26.0,90.0
170310715004010,Block 4010,8239.0,14854.0,38.0,97.0
170312109002014,Block 2014,23692.0,23692.0,12.0,4.0
170312714001001,Block 1001,4337.0,4337.0,3.0,0.0
170311908002005,Block 2005,14018.0,9383.0,58.0,28.3999996
170312309001018,Block 1018,2004.0,2004.0,139.0,110.0
170312431002017,Block 2017,26744.0,13600.0,0.0,42.5
170312518003016,Block 3016,7045.0,4404.0,23.0,67.0
170311605012017,Block 2017,13092.0,13092.0,53.0,103.75
170318423001087,Block 1087,0.0,0.0,0.0,0.0
170311613001003,Block 1003,15035.0,15827.0,43.0,83.9300003
170311604001020,Block 1020,7903.0,7903.0,64.0,101.0
170318311004024,Block 4024,18746.0,18746.0,37.0,99.25
170312216001005,Block 1005,14722.0,18502.0,51.0,110.5
170312222001010,Block 1010,3267.0,3267.0,46.0,103.0
170312303001002,Block 1002,17334.0,17334.0,123.0,87.0
170312415001018,Block 1018,9450.0,9450.0,50.0,111.25
170312508001004,Block 1004,16976.0,16976.0,94.0,77.5
170310713002015,Block 2015,30569.0,30569.0,190.0,119.0
170312215001000,Block 1000,5040.0,5040.0,2.0,59.5
170311606012009,Block 2009,32548.0,53862.0,2.0,0.0
170318324001005,Block 1005,6648.0,9212.0,68.0,103.0
170318325001005,Block 1005,28940.0,21840.0,30.0,76.5999985
170312410002008,Block 2008,4981.0,4981.0,121.0,0.0
170311604001010,Block 1010,4270.0,4270.0,68.0,92.0
170310505004000,Block 4000,4503.0,7203.0,115.0,70.0
170311606013008,Block 3008,41703.0,44788.0,94.0,84.0
170310603002008,Block 2008,3516.0,3516.0,109.0,81.0
170312412002008,Block 2008,3450.0,3450.0,28.0,0.0
170312309002001,Block 2001,34223.0,34223.0,81.0,35.1699982
170310707002010,Block 2010,6822.0,6822.0,36.0,122.3300018
170311503004004,Block 4004,21275.0,22400.0,65.0,92.3899994
170318321001008,Block 1008,0.0,0.0,0.0,0.0
170310711002011,Block 2011,21040.0,25198.0,64.0,103.2699966
170318437002035,Block 2035,2235.0,2235.0,15.0,114.0
170310712001002,Block 1002,0.0,0.0,0.0,0.0
170312414001003,Block 1003,2664.0,2664.0,120.0,92.0
170311909001025,Block 1025,7504.0,5295.0,63.0,65.0
170310502002008,Block 2008,5880.0,5880.0,34.0,0.0
170311613004021,Block 4021,0.0,0.0,0.0,0.0
170318325002014,Block 2014,17343.0,17343.0,65.0,12.3299999
170311607003010,Block 3010,2052.0,2052.0,83.0,99.0
170310501002024,Block 2024,3841.0,3841.0,43.0,8.0
170312409001017,Block 1017,2332.0,2332.0,76.0,109.0
170310705002003,Block 2003,9370.0,7838.0,3.0,119.0
170312205001008,Block 1008,6164.0,6164.0,50.0,0.0
170310715003016,Block 3016,3691.0,3691.0,140.0,0.0
170318323001054,Block 1054,0.0,1987.0,30.0,5.0
170318367002008,Block 2008,0.0,0.0,0.0,0.0
170311610001001,Block 1001,0.0,0.0,0.0,0.0
170310624001015,Block 1015,0.0,0.0,0.0,0.0
170312435001007,Block 1007,41500.0,41500.0,89.0,116.0
170310503001005,Block 1005,6370.0,6370.0,82.0,47.5
170312101002010,Block 2010,4142.0,3470.0,119.0,105.0
170311508002008,Block 2008,17840.0,17840.0,67.0,93.3799973
170310505003008,Block 3008,8294.0,8294.0,56.0,102.0
