OBJECTID,GEOID,TotWorkers16over,SpeakSpanishWorkers,WorkAtHome,4pplusHH,16plusworkPoverty,16plusworkbelowpoverty,FID_,GEOID,NAME,GEOID_Data
21800,14000US17031800700,2087,54,310,529,,,,17031800700,8007,14000US17031800700
21801,14000US17031800800,1029,4,77,195,,,,17031800800,8008,14000US17031800800
21802,14000US17031800900,2130,122,101,530,,,,17031800900,8009,14000US17031800900
21803,14000US17031801000,2114,31,180,472,,,,17031801000,8010,14000US17031801000
21804,14000US17031801100,1979,16,245,613,,,,17031801100,8011,14000US17031801100
21805,14000US17031801200,1274,11,103,403,,,,17031801200,8012,14000US17031801200
21806,14000US17031801300,1883,80,176,507,,,,17031801300,8013,14000US17031801300
21807,14000US17031801400,1397,72,48,376,,,,17031801400,8014,14000US17031801400
21808,14000US17031801500,2735,20,200,719,,,,17031801500,8015,14000US17031801500
21809,14000US17031801601,1898,0,129,372,,,,17031801601,8016.01,14000US17031801601
21810,14000US17031801603,1598,52,78,386,,,,17031801603,8016.03,14000US17031801603
21811,14000US17031801605,2501,46,240,498,,,,17031801605,8016.05,14000US17031801605
21812,14000US17031801606,2598,28,233,551,,,,17031801606,8016.06,14000US17031801606
21813,14000US17031801607,2637,136,188,544,,,,17031801607,8016.07,14000US17031801607
21814,14000US17031801608,2776,54,158,455,,,,17031801608,8016.08,14000US17031801608
21815,14000US17031801701,1863,44,109,487,,,,17031801701,8017.01,14000US17031801701
21816,14000US17031801702,2201,36,214,514,,,,17031801702,8017.02,14000US17031801702
21817,14000US17031801800,2206,33,199,438,,,,17031801800,8018,14000US17031801800
21818,14000US17031801901,1872,239,162,366,,,,17031801901,8019.01,14000US17031801901
21819,14000US17031801902,1341,19,83,399,,,,17031801902,8019.02,14000US17031801902
21820,14000US17031802002,2277,66,140,658,,,,17031802002,8020.02,14000US17031802002
21821,14000US17031802003,1261,214,143,264,,,,17031802003,8020.03,14000US17031802003
21822,14000US17031802004,2588,261,56,412,,,,17031802004,8020.04,14000US17031802004
21823,14000US17031802100,1613,19,106,428,,,,17031802100,8021,14000US17031802100
21824,14000US17031802200,1882,96,123,393,,,,17031802200,8022,14000US17031802200
21825,14000US17031802300,2287,80,161,552,,,,17031802300,8023,14000US17031802300
21826,14000US17031802402,2248,500,122,471,,,,17031802402,8024.02,14000US17031802402
21827,14000US17031802403,706,15,61,43,,,,17031802403,8024.03,14000US17031802403
21828,14000US17031802404,3687,1227,93,577,,,,17031802404,8024.04,14000US17031802404
21829,14000US17031802503,3117,227,125,389,,,,17031802503,8025.03,14000US17031802503
21830,14000US17031802504,3490,1189,41,731,,,,17031802504,8025.04,14000US17031802504
21831,14000US17031802505,3675,1593,138,759,,,,17031802505,8025.05,14000US17031802505
21832,14000US17031802506,1529,783,15,353,,,,17031802506,8025.06,14000US17031802506
21833,14000US17031802605,3290,139,314,436,,,,17031802605,8026.05,14000US17031802605
21834,14000US17031802607,643,93,14,169,,,,17031802607,8026.07,14000US17031802607
21835,14000US17031802608,3028,113,285,435,,,,17031802608,8026.08,14000US17031802608
21836,14000US17031802609,3007,1162,67,524,,,,17031802609,8026.09,14000US17031802609
21837,14000US17031802610,775,5,48,168,,,,17031802610,8026.10,14000US17031802610
21838,14000US17031802701,3150,492,75,730,,,,17031802701,8027.01,14000US17031802701
21839,14000US17031802702,2555,103,91,462,,,,17031802702,8027.02,14000US17031802702
21840,14000US17031802801,2362,174,144,559,,,,17031802801,8028.01,14000US17031802801
21841,14000US17031802802,3125,109,34,614,,,,17031802802,8028.02,14000US17031802802
21842,14000US17031802900,2935,59,130,665,,,,17031802900,8029,14000US17031802900
21843,14000US17031803005,1361,13,58,257,,,,17031803005,8030.05,14000US17031803005
21844,14000US17031803007,2673,275,219,414,,,,17031803007,8030.07,14000US17031803007
21845,14000US17031803008,2309,151,46,436,,,,17031803008,8030.08,14000US17031803008
21846,14000US17031803010,2587,112,169,335,,,,17031803010,8030.10,14000US17031803010
21847,14000US17031803012,1317,290,14,156,,,,17031803012,8030.12,14000US17031803012
21848,14000US17031803013,2696,157,149,389,,,,17031803013,8030.13,14000US17031803013
21849,14000US17031803014,2185,415,39,344,,,,17031803014,8030.14,14000US17031803014
21850,14000US17031803015,2582,334,93,356,,,,17031803015,8030.15,14000US17031803015
21851,14000US17031803016,982,76,61,225,,,,17031803016,8030.16,14000US17031803016
21852,14000US17031803017,3112,220,206,521,,,,17031803017,8030.17,14000US17031803017
21853,14000US17031803100,1790,25,63,422,,,,17031803100,8031,14000US17031803100
21854,14000US17031803200,2434,190,26,545,,,,17031803200,8032,14000US17031803200
21855,14000US17031803300,2760,181,107,425,,,,17031803300,8033,14000US17031803300
21856,14000US17031803400,3151,182,180,594,,,,17031803400,8034,14000US17031803400
21857,14000US17031803500,2543,57,184,684,,,,17031803500,8035,14000US17031803500
21858,14000US17031803603,3036,12,286,586,,,,17031803603,8036.03,14000US17031803603
21859,14000US17031803604,2427,11,193,396,,,,17031803604,8036.04,14000US17031803604
21860,14000US17031803605,3856,428,155,820,,,,17031803605,8036.05,14000US17031803605
21861,14000US17031803606,3755,1994,199,1114,,,,17031803606,8036.06,14000US17031803606
21862,14000US17031803607,2691,87,77,534,,,,17031803607,8036.07,14000US17031803607
21863,14000US17031803608,4056,533,350,751,,,,17031803608,8036.08,14000US17031803608
21864,14000US17031803610,4360,457,170,559,,,,17031803610,8036.10,14000US17031803610
21865,14000US17031803611,3041,1016,13,661,,,,17031803611,8036.11,14000US17031803611
21866,14000US17031803612,1992,604,13,236,,,,17031803612,8036.12,14000US17031803612
21867,14000US17031803701,1495,39,68,166,,,,17031803701,8037.01,14000US17031803701
21868,14000US17031803702,3039,165,207,509,,,,17031803702,8037.02,14000US17031803702
21869,14000US17031803800,2618,302,81,429,,,,17031803800,8038,14000US17031803800
21870,14000US17031803901,1604,156,39,220,,,,17031803901,8039.01,14000US17031803901
21871,14000US17031803902,1727,185,37,309,,,,17031803902,8039.02,14000US17031803902
21872,14000US17031804000,2192,334,72,433,,,,17031804000,8040,14000US17031804000
21873,14000US17031804102,3088,109,202,675,,,,17031804102,8041.02,14000US17031804102
21874,14000US17031804104,2719,134,69,610,,,,17031804104,8041.04,14000US17031804104
21875,14000US17031804105,2398,108,158,504,,,,17031804105,8041.05,14000US17031804105
21876,14000US17031804106,3594,156,219,690,,,,17031804106,8041.06,14000US17031804106
21877,14000US17031804108,2413,148,19,87,,,,17031804108,8041.08,14000US17031804108
21878,14000US17031804109,1413,128,139,235,,,,17031804109,8041.09,14000US17031804109
21879,14000US17031804201,3372,131,287,856,,,,17031804201,8042.01,14000US17031804201
21880,14000US17031804202,3800,80,331,670,,,,17031804202,8042.02,14000US17031804202
21881,14000US17031804305,4186,1237,20,813,,,,17031804305,8043.05,14000US17031804305
21882,14000US17031804306,2962,1042,55,662,,,,17031804306,8043.06,14000US17031804306
21883,14000US17031804308,3002,218,119,393,,,,17031804308,8043.08,14000US17031804308
21884,14000US17031804309,1568,536,119,357,,,,17031804309,8043.09,14000US17031804309
21885,14000US17031804310,4677,444,257,1056,,,,17031804310,8043.10,14000US17031804310
21886,14000US17031804311,3747,1138,100,812,,,,17031804311,8043.11,14000US17031804311
21887,14000US17031804403,3259,671,81,539,,,,17031804403,8044.03,14000US17031804403
21888,14000US17031804404,2523,1284,24,623,,,,17031804404,8044.04,14000US17031804404
21889,14000US17031804405,1473,810,33,513,,,,17031804405,8044.05,14000US17031804405
21890,14000US17031804406,3308,1352,90,735,,,,17031804406,8044.06,14000US17031804406
21891,14000US17031804505,2182,217,98,244,,,,17031804505,8045.05,14000US17031804505
21892,14000US17031804506,2813,248,167,528,,,,17031804506,8045.06,14000US17031804506
21893,14000US17031804507,6030,234,223,1235,,,,17031804507,8045.07,14000US17031804507
21894,14000US17031804508,1025,367,64,313,,,,17031804508,8045.08,14000US17031804508
21895,14000US17031804509,3058,1502,40,730,,,,17031804509,8045.09,14000US17031804509
21896,14000US17031804510,2783,1751,36,663,,,,17031804510,8045.10,14000US17031804510
21897,14000US17031804511,1226,715,24,247,,,,17031804511,8045.11,14000US17031804511
21898,14000US17031804603,2833,470,90,334,,,,17031804603,8046.03,14000US17031804603
21899,14000US17031804606,4313,59,174,688,,,,17031804606,8046.06,14000US17031804606
21900,14000US17031804607,3763,126,135,672,,,,17031804607,8046.07,14000US17031804607
21901,14000US17031804608,2138,172,44,245,,,,17031804608,8046.08,14000US17031804608
21902,14000US17031804609,3329,174,147,471,,,,17031804609,8046.09,14000US17031804609
21903,14000US17031804610,1208,12,55,153,,,,17031804610,8046.10,14000US17031804610
21904,14000US17031804611,2415,159,41,322,,,,17031804611,8046.11,14000US17031804611
21905,14000US17031804701,2951,647,105,538,,,,17031804701,8047.01,14000US17031804701
21906,14000US17031804705,2125,243,84,381,,,,17031804705,8047.05,14000US17031804705
21907,14000US17031804706,1092,64,60,233,,,,17031804706,8047.06,14000US17031804706
21908,14000US17031804709,3392,779,68,564,,,,17031804709,8047.09,14000US17031804709
21909,14000US17031804710,2320,169,117,511,,,,17031804710,8047.10,14000US17031804710
21910,14000US17031804711,4108,677,106,715,,,,17031804711,8047.11,14000US17031804711
21911,14000US17031804712,3242,135,132,626,,,,17031804712,8047.12,14000US17031804712
21912,14000US17031804713,2935,271,42,271,,,,17031804713,8047.13,14000US17031804713
21913,14000US17031804714,2037,159,22,353,,,,17031804714,8047.14,14000US17031804714
21914,14000US17031804715,1902,1021,1,591,,,,17031804715,8047.15,14000US17031804715
21915,14000US17031804716,2977,349,109,696,,,,17031804716,8047.16,14000US17031804716
21916,14000US17031804803,3008,66,71,540,,,,17031804803,8048.03,14000US17031804803
21917,14000US17031804804,3587,561,179,552,,,,17031804804,8048.04,14000US17031804804
21918,14000US17031804805,3949,603,161,644,,,,17031804805,8048.05,14000US17031804805
21919,14000US17031804806,1718,526,48,425,,,,17031804806,8048.06,14000US17031804806
21920,14000US17031804807,2674,305,70,554,,,,17031804807,8048.07,14000US17031804807
21921,14000US17031804808,1234,190,56,246,,,,17031804808,8048.08,14000US17031804808
21922,14000US17031804809,2267,88,61,408,,,,17031804809,8048.09,14000US17031804809
21923,14000US17031804810,3259,369,72,527,,,,17031804810,8048.10,14000US17031804810
21924,14000US17031804901,2916,57,198,651,,,,17031804901,8049.01,14000US17031804901
21925,14000US17031804902,2693,187,62,457,,,,17031804902,8049.02,14000US17031804902
21926,14000US17031805001,2334,36,172,502,,,,17031805001,8050.01,14000US17031805001
21927,14000US17031805002,3618,658,117,672,,,,17031805002,8050.02,14000US17031805002
21928,14000US17031805105,3752,1497,48,670,,,,17031805105,8051.05,14000US17031805105
21929,14000US17031805106,1338,54,132,145,,,,17031805106,8051.06,14000US17031805106
21930,14000US17031805107,3514,1140,87,460,,,,17031805107,8051.07,14000US17031805107
21931,14000US17031805108,4272,1862,98,815,,,,17031805108,8051.08,14000US17031805108
21932,14000US17031805109,1849,0,45,444,,,,17031805109,8051.09,14000US17031805109
21933,14000US17031805110,1853,131,52,284,,,,17031805110,8051.10,14000US17031805110
21934,14000US17031805111,4015,964,24,755,,,,17031805111,8051.11,14000US17031805111
21935,14000US17031805112,1626,215,65,297,,,,17031805112,8051.12,14000US17031805112
21936,14000US17031805201,1640,138,51,307,,,,17031805201,8052.01,14000US17031805201
21937,14000US17031805202,2112,99,128,422,,,,17031805202,8052.02,14000US17031805202
21938,14000US17031805301,1578,88,67,365,,,,17031805301,8053.01,14000US17031805301
21939,14000US17031805302,1626,117,75,299,,,,17031805302,8053.02,14000US17031805302
21940,14000US17031805401,1579,193,64,386,,,,17031805401,8054.01,14000US17031805401
21941,14000US17031805402,2331,260,20,482,,,,17031805402,8054.02,14000US17031805402
21942,14000US17031805501,1860,27,126,326,,,,17031805501,8055.01,14000US17031805501
21943,14000US17031805502,1629,39,141,422,,,,17031805502,8055.02,14000US17031805502
21944,14000US17031805600,2118,56,126,600,,,,17031805600,8056,14000US17031805600
21945,14000US17031805701,2348,98,139,541,,,,17031805701,8057.01,14000US17031805701
21946,14000US17031805702,902,19,25,193,,,,17031805702,8057.02,14000US17031805702
21947,14000US17031805801,1077,0,46,213,,,,17031805801,8058.01,14000US17031805801
21948,14000US17031805802,2589,224,132,506,,,,17031805802,8058.02,14000US17031805802
21949,14000US17031805901,1936,132,84,254,,,,17031805901,8059.01,14000US17031805901
21950,14000US17031805902,2887,168,163,570,,,,17031805902,8059.02,14000US17031805902
21951,14000US17031806001,3124,328,192,461,,,,17031806001,8060.01,14000US17031806001
21952,14000US17031806002,4388,356,41,829,,,,17031806002,8060.02,14000US17031806002
21953,14000US17031806003,3702,302,165,810,,,,17031806003,8060.03,14000US17031806003
21954,14000US17031806004,3598,534,95,581,,,,17031806004,8060.04,14000US17031806004
21955,14000US17031806102,2498,307,152,413,,,,17031806102,8061.02,14000US17031806102
21956,14000US17031806103,2658,220,66,490,,,,17031806103,8061.03,14000US17031806103
21957,14000US17031806104,1945,287,125,335,,,,17031806104,8061.04,14000US17031806104
21958,14000US17031806201,2199,143,87,152,,,,17031806201,8062.01,14000US17031806201
21959,14000US17031806202,2183,175,27,248,,,,17031806202,8062.02,14000US17031806202
21960,14000US17031806300,2444,351,62,423,,,,17031806300,8063,14000US17031806300
21961,14000US17031806400,1171,147,43,251,,,,17031806400,8064,14000US17031806400
21962,14000US17031806501,1283,606,13,322,,,,17031806501,8065.01,14000US17031806501
21963,14000US17031806502,2263,711,29,433,,,,17031806502,8065.02,14000US17031806502
21964,14000US17031806600,1751,271,20,336,,,,17031806600,8066,14000US17031806600
21965,14000US17031806700,2076,87,77,454,,,,17031806700,8067,14000US17031806700
21966,14000US17031806801,1773,154,68,265,,,,17031806801,8068.01,14000US17031806801
21967,14000US17031806802,1402,23,69,293,,,,17031806802,8068.02,14000US17031806802
21968,14000US17031806900,2035,100,16,370,,,,17031806900,8069,14000US17031806900
21969,14000US17031807000,2703,169,117,396,,,,17031807000,8070,14000US17031807000
21970,14000US17031807100,1626,129,136,432,,,,17031807100,8071,14000US17031807100
21971,14000US17031807200,3107,535,140,573,,,,17031807200,8072,14000US17031807200
21972,14000US17031807300,3462,250,170,591,,,,17031807300,8073,14000US17031807300
21973,14000US17031807400,3037,318,46,839,,,,17031807400,8074,14000US17031807400
21974,14000US17031807500,1780,181,35,325,,,,17031807500,8075,14000US17031807500
21975,14000US17031807600,2728,227,92,767,,,,17031807600,8076,14000US17031807600
21976,14000US17031807700,2806,70,115,518,,,,17031807700,8077,14000US17031807700
21977,14000US17031807800,1232,91,61,300,,,,17031807800,8078,14000US17031807800
21978,14000US17031807900,2036,115,179,367,,,,17031807900,8079,14000US17031807900
21979,14000US17031808001,1457,56,37,362,,,,17031808001,8080.01,14000US17031808001
21980,14000US17031808002,2151,46,82,497,,,,17031808002,8080.02,14000US17031808002
21981,14000US17031808100,1145,21,54,165,,,,17031808100,8081,14000US17031808100
21982,14000US17031808200,2340,316,57,511,,,,17031808200,8082,14000US17031808200
21983,14000US17031808301,2816,187,68,483,,,,17031808301,8083.01,14000US17031808301
21984,14000US17031808302,1831,66,61,354,,,,17031808302,8083.02,14000US17031808302
21985,14000US17031808400,1841,64,73,491,,,,17031808400,8084,14000US17031808400
21986,14000US17031808500,2090,42,105,429,,,,17031808500,8085,14000US17031808500
21987,14000US17031808600,838,49,87,279,,,,17031808600,8086,14000US17031808600
21988,14000US17031808702,2107,150,132,40,,,,17031808702,8087.02,14000US17031808702
21989,14000US17031808800,1680,18,62,298,,,,17031808800,8088,14000US17031808800
21990,14000US17031808900,1945,48,161,356,,,,17031808900,8089,14000US17031808900
21991,14000US17031809000,1806,28,280,384,,,,17031809000,8090,14000US17031809000
21992,14000US17031809100,1616,58,273,361,,,,17031809100,8091,14000US17031809100
21993,14000US17031809200,2312,568,32,600,,,,17031809200,8092,14000US17031809200
21994,14000US17031809300,1840,76,167,312,,,,17031809300,8093,14000US17031809300
21995,14000US17031809400,2016,37,95,94,,,,17031809400,8094,14000US17031809400
21996,14000US17031809500,1941,55,220,150,,,,17031809500,8095,14000US17031809500
21997,14000US17031809600,1483,348,145,339,,,,17031809600,8096,14000US17031809600
21998,14000US17031809700,1910,546,125,497,,,,17031809700,8097,14000US17031809700
21999,14000US17031809800,1420,203,109,222,,,,17031809800,8098,14000US17031809800
22000,14000US17031809900,1761,8,156,217,,,,17031809900,8099,14000US17031809900
22001,14000US17031810000,2929,72,231,262,,,,17031810000,8100,14000US17031810000
22002,14000US17031810100,2477,213,188,395,,,,17031810100,8101,14000US17031810100
22003,14000US17031810200,2908,192,313,401,,,,17031810200,8102,14000US17031810200
22004,14000US17031810301,1862,243,64,213,,,,17031810301,8103.01,14000US17031810301
22005,14000US17031810302,1605,51,117,272,,,,17031810302,8103.02,14000US17031810302
22006,14000US17031810400,2464,211,74,496,,,,17031810400,8104,14000US17031810400
22007,14000US17031810501,2470,179,174,473,,,,17031810501,8105.01,14000US17031810501
22008,14000US17031810502,2246,185,65,459,,,,17031810502,8105.02,14000US17031810502
22009,14000US17031810600,2080,242,93,309,,,,17031810600,8106,14000US17031810600
22010,14000US17031810701,2454,616,132,514,,,,17031810701,8107.01,14000US17031810701
22011,14000US17031810702,2092,349,28,365,,,,17031810702,8107.02,14000US17031810702
22012,14000US17031810800,2652,455,33,572,,,,17031810800,8108,14000US17031810800
22013,14000US17031810900,3341,701,83,474,,,,17031810900,8109,14000US17031810900
22014,14000US17031811000,2008,124,50,330,,,,17031811000,8110,14000US17031811000
22015,14000US17031811100,3170,562,52,306,,,,17031811100,8111,14000US17031811100
22016,14000US17031811200,2826,753,12,574,,,,17031811200,8112,14000US17031811200
22017,14000US17031811301,2417,1227,52,573,,,,17031811301,8113.01,14000US17031811301
22018,14000US17031811302,1579,815,35,405,,,,17031811302,8113.02,14000US17031811302
22019,14000US17031811401,2441,794,33,556,,,,17031811401,8114.01,14000US17031811401
22020,14000US17031811402,2232,795,0,478,,,,17031811402,8114.02,14000US17031811402
22021,14000US17031811500,3001,907,124,596,,,,17031811500,8115,14000US17031811500
22022,14000US17031811600,2743,483,131,444,,,,17031811600,8116,14000US17031811600
22023,14000US17031811701,1537,937,10,482,,,,17031811701,8117.01,14000US17031811701
22024,14000US17031811702,2615,1289,73,610,,,,17031811702,8117.02,14000US17031811702
22025,14000US17031811800,2284,1052,28,599,,,,17031811800,8118,14000US17031811800
22026,14000US17031811900,2697,105,331,484,,,,17031811900,8119,14000US17031811900
22027,14000US17031812000,2200,216,207,591,,,,17031812000,8120,14000US17031812000
22028,14000US17031812100,2297,113,183,369,,,,17031812100,8121,14000US17031812100
22029,14000US17031812200,1938,140,234,526,,,,17031812200,8122,14000US17031812200
22030,14000US17031812301,1838,125,99,84,,,,17031812301,8123.01,14000US17031812301
22031,14000US17031812302,1302,23,191,317,,,,17031812302,8123.02,14000US17031812302
22032,14000US17031812400,1542,23,94,337,,,,17031812400,8124,14000US17031812400
22033,14000US17031812500,1877,110,154,374,,,,17031812500,8125,14000US17031812500
22034,14000US17031812600,1924,111,69,204,,,,17031812600,8126,14000US17031812600
22035,14000US17031812700,1715,132,72,157,,,,17031812700,8127,14000US17031812700
22036,14000US17031812801,1693,37,91,101,,,,17031812801,8128.01,14000US17031812801
22037,14000US17031812802,1587,47,134,138,,,,17031812802,8128.02,14000US17031812802
22038,14000US17031812900,2560,46,220,472,,,,17031812900,8129,14000US17031812900
22039,14000US17031813000,1833,54,140,390,,,,17031813000,8130,14000US17031813000
22040,14000US17031813100,2418,148,81,478,,,,17031813100,8131,14000US17031813100
22041,14000US17031813200,2265,66,105,393,,,,17031813200,8132,14000US17031813200
22042,14000US17031813301,1297,1135,39,467,,,,17031813301,8133.01,14000US17031813301
22043,14000US17031813302,1514,1308,23,445,,,,17031813302,8133.02,14000US17031813302
22044,14000US17031813400,3415,2695,10,1176,,,,17031813400,8134,14000US17031813400
22045,14000US17031813500,2982,2473,31,1021,,,,17031813500,8135,14000US17031813500
22046,14000US17031813600,2058,1947,26,619,,,,17031813600,8136,14000US17031813600
22047,14000US17031813701,1560,1234,27,446,,,,17031813701,8137.01,14000US17031813701
22048,14000US17031813702,1443,1233,12,561,,,,17031813702,8137.02,14000US17031813702
22049,14000US17031813801,1077,1007,4,367,,,,17031813801,8138.01,14000US17031813801
22050,14000US17031813802,2202,1932,37,695,,,,17031813802,8138.02,14000US17031813802
22051,14000US17031813900,2473,2059,23,833,,,,17031813900,8139,14000US17031813900
22052,14000US17031814000,1814,1533,54,642,,,,17031814000,8140,14000US17031814000
22053,14000US17031814100,1940,1733,0,633,,,,17031814100,8141,14000US17031814100
22054,14000US17031814200,2651,2128,23,928,,,,17031814200,8142,14000US17031814200
22055,14000US17031814300,2172,1858,11,773,,,,17031814300,8143,14000US17031814300
22056,14000US17031814400,3309,2630,15,1010,,,,17031814400,8144,14000US17031814400
22057,14000US17031814500,1925,1661,38,663,,,,17031814500,8145,14000US17031814500
22058,14000US17031814600,2445,1309,112,776,,,,17031814600,8146,14000US17031814600
22059,14000US17031814700,2522,1424,85,615,,,,17031814700,8147,14000US17031814700
22060,14000US17031814800,2968,1556,50,697,,,,17031814800,8148,14000US17031814800
22061,14000US17031814900,2633,1201,22,625,,,,17031814900,8149,14000US17031814900
22062,14000US17031815000,1672,1054,43,564,,,,17031815000,8150,14000US17031815000
22063,14000US17031815100,1715,989,15,456,,,,17031815100,8151,14000US17031815100
22064,14000US17031815200,2699,1418,49,548,,,,17031815200,8152,14000US17031815200
22065,14000US17031815300,2080,1157,48,402,,,,17031815300,8153,14000US17031815300
22066,14000US17031815400,2593,605,93,413,,,,17031815400,8154,14000US17031815400
22067,14000US17031815500,3399,1800,41,1082,,,,17031815500,8155,14000US17031815500
22068,14000US17031815600,2368,480,107,459,,,,17031815600,8156,14000US17031815600
22069,14000US17031815701,1865,220,171,426,,,,17031815701,8157.01,14000US17031815701
22070,14000US17031815702,2421,316,182,512,,,,17031815702,8157.02,14000US17031815702
22071,14000US17031815800,659,12,16,100,,,,17031815800,8158,14000US17031815800
22072,14000US17031815900,2579,150,58,206,,,,17031815900,8159,14000US17031815900
22073,14000US17031816000,1715,106,146,185,,,,17031816000,8160,14000US17031816000
22074,14000US17031816100,3240,245,109,418,,,,17031816100,8161,14000US17031816100
22075,14000US17031816200,1569,576,17,353,,,,17031816200,8162,14000US17031816200
22076,14000US17031816300,2292,1367,18,550,,,,17031816300,8163,14000US17031816300
22077,14000US17031816401,2095,1666,63,773,,,,17031816401,8164.01,14000US17031816401
22078,14000US17031816402,2039,1646,54,548,,,,17031816402,8164.02,14000US17031816402
22079,14000US17031816500,1847,1402,0,608,,,,17031816500,8165,14000US17031816500
22080,14000US17031816600,2006,1785,20,637,,,,17031816600,8166,14000US17031816600
22081,14000US17031816700,1349,1153,25,421,,,,17031816700,8167,14000US17031816700
22082,14000US17031816800,2438,551,50,511,,,,17031816800,8168,14000US17031816800
22083,14000US17031816900,2753,648,24,651,,,,17031816900,8169,14000US17031816900
22084,14000US17031817000,2028,506,56,486,,,,17031817000,8170,14000US17031817000
22085,14000US17031817101,2194,69,18,424,,,,17031817101,8171.01,14000US17031817101
22086,14000US17031817102,1458,163,20,389,,,,17031817102,8171.02,14000US17031817102
22087,14000US17031817200,1385,134,57,311,,,,17031817200,8172,14000US17031817200
22088,14000US17031817300,800,273,0,291,,,,17031817300,8173,14000US17031817300
22089,14000US17031817400,2079,1012,74,601,,,,17031817400,8174,14000US17031817400
22090,14000US17031817500,1262,212,14,349,,,,17031817500,8175,14000US17031817500
22091,14000US17031817600,1511,201,81,436,,,,17031817600,8176,14000US17031817600
22092,14000US17031817700,2107,202,26,404,,,,17031817700,8177,14000US17031817700
22093,14000US17031817900,2509,114,12,379,,,,17031817900,8179,14000US17031817900
22094,14000US17031818000,1861,205,0,375,,,,17031818000,8180,14000US17031818000
22095,14000US17031818100,1210,321,33,222,,,,17031818100,8181,14000US17031818100
22096,14000US17031818200,2202,480,36,455,,,,17031818200,8182,14000US17031818200
22097,14000US17031818300,2608,777,19,619,,,,17031818300,8183,14000US17031818300
22098,14000US17031818401,1678,226,30,303,,,,17031818401,8184.01,14000US17031818401
22099,14000US17031818402,1571,189,37,233,,,,17031818402,8184.02,14000US17031818402
22100,14000US17031818500,2337,256,25,326,,,,17031818500,8185,14000US17031818500
22101,14000US17031818600,2333,94,67,383,,,,17031818600,8186,14000US17031818600
22102,14000US17031818700,1994,134,36,274,,,,17031818700,8187,14000US17031818700
22103,14000US17031818800,2591,192,61,461,,,,17031818800,8188,14000US17031818800
22104,14000US17031818900,2119,199,19,399,,,,17031818900,8189,14000US17031818900
22105,14000US17031819000,2185,184,178,592,,,,17031819000,8190,14000US17031819000
22106,14000US17031819100,2079,750,104,419,,,,17031819100,8191,14000US17031819100
22107,14000US17031819200,2913,1097,89,729,,,,17031819200,8192,14000US17031819200
22108,14000US17031819300,1374,217,52,247,,,,17031819300,8193,14000US17031819300
22109,14000US17031819400,3078,516,119,515,,,,17031819400,8194,14000US17031819400
22110,14000US17031819500,1396,253,39,166,,,,17031819500,8195,14000US17031819500
22111,14000US17031819600,1838,81,183,495,,,,17031819600,8196,14000US17031819600
22112,14000US17031819700,2582,57,159,738,,,,17031819700,8197,14000US17031819700
22113,14000US17031819801,2170,52,213,643,,,,17031819801,8198.01,14000US17031819801
22114,14000US17031819802,1186,41,101,323,,,,17031819802,8198.02,14000US17031819802
22115,14000US17031819900,1354,29,95,395,,,,17031819900,8199,14000US17031819900
22116,14000US17031820000,881,50,151,249,,,,17031820000,8200,14000US17031820000
22117,14000US17031820101,2828,16,171,494,,,,17031820101,8201.01,14000US17031820101
22118,14000US17031820103,1680,299,18,356,,,,17031820103,8201.03,14000US17031820103
22119,14000US17031820104,1899,183,123,374,,,,17031820104,8201.04,14000US17031820104
22120,14000US17031820201,3837,198,212,569,,,,17031820201,8202.01,14000US17031820201
22121,14000US17031820202,1671,548,62,344,,,,17031820202,8202.02,14000US17031820202
22122,14000US17031820300,2572,1240,51,614,,,,17031820300,8203,14000US17031820300
22123,14000US17031820400,2239,1779,66,743,,,,17031820400,8204,14000US17031820400
22124,14000US17031820501,2904,463,59,700,,,,17031820501,8205.01,14000US17031820501
22125,14000US17031820502,2157,238,54,413,,,,17031820502,8205.02,14000US17031820502
22126,14000US17031820603,2460,412,17,584,,,,17031820603,8206.03,14000US17031820603
22127,14000US17031820604,1762,245,17,383,,,,17031820604,8206.04,14000US17031820604
22128,14000US17031820605,1670,75,58,415,,,,17031820605,8206.05,14000US17031820605
22129,14000US17031820606,1762,110,124,248,,,,17031820606,8206.06,14000US17031820606
22130,14000US17031820700,2575,1066,52,630,,,,17031820700,8207,14000US17031820700
22131,14000US17031820800,1798,773,70,432,,,,17031820800,8208,14000US17031820800
22132,14000US17031820901,2752,624,37,628,,,,17031820901,8209.01,14000US17031820901
22133,14000US17031820902,1851,573,17,610,,,,17031820902,8209.02,14000US17031820902
22134,14000US17031821001,2293,471,77,715,,,,17031821001,8210.01,14000US17031821001
22135,14000US17031821002,2349,360,39,618,,,,17031821002,8210.02,14000US17031821002
22136,14000US17031821101,2204,373,0,502,,,,17031821101,8211.01,14000US17031821101
22137,14000US17031821102,1839,691,38,471,,,,17031821102,8211.02,14000US17031821102
22138,14000US17031821200,2177,414,31,430,,,,17031821200,8212,14000US17031821200
22139,14000US17031821300,2541,826,44,652,,,,17031821300,8213,14000US17031821300
22140,14000US17031821401,1427,310,46,313,,,,17031821401,8214.01,14000US17031821401
22141,14000US17031821402,1587,32,0,322,,,,17031821402,8214.02,14000US17031821402
22142,14000US17031821500,717,49,42,288,,,,17031821500,8215,14000US17031821500
22143,14000US17031821600,2025,177,193,522,,,,17031821600,8216,14000US17031821600
22144,14000US17031821700,2125,144,52,399,,,,17031821700,8217,14000US17031821700
