OBJECTID,GEOID,TotWorkers16over,SpeakSpanishWorkers,WorkAtHome,4pplusHH,16plusworkPoverty,16plusworkbelowpoverty,FID_,GEOID,NAME,GEOID_Data
21443,14000US17031271200,441,28,0,80,,,,17031271200,2712,14000US17031271200
21444,14000US17031271300,246,9,13,132,,,,17031271300,2713,14000US17031271300
21445,14000US17031271400,389,0,13,92,,,,17031271400,2714,14000US17031271400
21446,14000US17031271500,396,0,0,167,,,,17031271500,2715,14000US17031271500
21447,14000US17031271800,191,0,0,134,,,,17031271800,2718,14000US17031271800
21448,14000US17031280100,4493,163,354,110,,,,17031280100,2801,14000US17031280100
21449,14000US17031280400,315,7,46,66,,,,17031280400,2804,14000US17031280400
21450,14000US17031280800,153,2,6,33,,,,17031280800,2808,14000US17031280800
21451,14000US17031280900,150,9,0,102,,,,17031280900,2809,14000US17031280900
21452,14000US17031281900,2830,65,120,51,,,,17031281900,2819,14000US17031281900
21453,14000US17031282700,1352,393,42,239,,,,17031282700,2827,14000US17031282700
21454,14000US17031282800,941,123,71,80,,,,17031282800,2828,14000US17031282800
21455,14000US17031283100,1243,57,27,119,,,,17031283100,2831,14000US17031283100
21456,14000US17031283200,630,34,23,50,,,,17031283200,2832,14000US17031283200
21457,14000US17031283800,1617,130,16,128,,,,17031283800,2838,14000US17031283800
21458,14000US17031290900,1077,0,30,411,,,,17031290900,2909,14000US17031290900
21459,14000US17031291200,517,0,4,278,,,,17031291200,2912,14000US17031291200
21460,14000US17031291600,456,355,0,93,,,,17031291600,2916,14000US17031291600
21461,14000US17031292200,940,40,12,340,,,,17031292200,2922,14000US17031292200
21462,14000US17031292400,447,6,29,209,,,,17031292400,2924,14000US17031292400
21463,14000US17031292500,1177,0,45,419,,,,17031292500,2925,14000US17031292500
21464,14000US17031300500,1246,1153,32,413,,,,17031300500,3005,14000US17031300500
21465,14000US17031300600,1293,1029,0,444,,,,17031300600,3006,14000US17031300600
21466,14000US17031300700,1814,1709,26,534,,,,17031300700,3007,14000US17031300700
21467,14000US17031300800,1491,1454,7,504,,,,17031300800,3008,14000US17031300800
21468,14000US17031300900,1323,1223,60,339,,,,17031300900,3009,14000US17031300900
21469,14000US17031301100,1006,934,0,304,,,,17031301100,3011,14000US17031301100
21470,14000US17031301200,1470,1205,1,438,,,,17031301200,3012,14000US17031301200
21471,14000US17031301600,1502,1465,75,631,,,,17031301600,3016,14000US17031301600
21472,14000US17031301701,1554,1435,30,506,,,,17031301701,3017.01,14000US17031301701
21473,14000US17031301702,1296,1228,0,379,,,,17031301702,3017.02,14000US17031301702
21474,14000US17031301801,1402,1380,0,573,,,,17031301801,3018.01,14000US17031301801
21475,14000US17031301802,1198,1074,89,285,,,,17031301802,3018.02,14000US17031301802
21476,14000US17031301803,1727,1581,113,711,,,,17031301803,3018.03,14000US17031301803
21477,14000US17031310200,829,323,23,63,,,,17031310200,3102,14000US17031310200
21478,14000US17031310300,1046,560,60,31,,,,17031310300,3103,14000US17031310300
21479,14000US17031310400,600,351,0,106,,,,17031310400,3104,14000US17031310400
21480,14000US17031310500,620,519,12,171,,,,17031310500,3105,14000US17031310500
21481,14000US17031310600,2478,1437,33,562,,,,17031310600,3106,14000US17031310600
21482,14000US17031310700,772,615,87,98,,,,17031310700,3107,14000US17031310700
21483,14000US17031310800,2531,2023,37,501,,,,17031310800,3108,14000US17031310800
21484,14000US17031310900,2593,2057,43,529,,,,17031310900,3109,14000US17031310900
21485,14000US17031320100,6040,325,195,70,,,,17031320100,3201,14000US17031320100
21486,14000US17031320400,787,113,42,0,,,,17031320400,3204,14000US17031320400
21487,14000US17031320600,2458,13,118,42,,,,17031320600,3206,14000US17031320600
21488,14000US17031330100,10367,930,757,316,,,,17031330100,3301,14000US17031330100
21489,14000US17031330200,2147,136,192,239,,,,17031330200,3302,14000US17031330200
21490,14000US17031340300,856,45,24,167,,,,17031340300,3403,14000US17031340300
21491,14000US17031340400,944,57,53,213,,,,17031340400,3404,14000US17031340400
21492,14000US17031340500,584,106,61,96,,,,17031340500,3405,14000US17031340500
21493,14000US17031340600,252,0,31,93,,,,17031340600,3406,14000US17031340600
21494,14000US17031350100,1057,86,0,10,,,,17031350100,3501,14000US17031350100
21495,14000US17031350400,166,18,7,75,,,,17031350400,3504,14000US17031350400
21496,14000US17031351000,1770,27,50,100,,,,17031351000,3510,14000US17031351000
21497,14000US17031351100,436,0,12,119,,,,17031351100,3511,14000US17031351100
21498,14000US17031351400,428,96,4,26,,,,17031351400,3514,14000US17031351400
21499,14000US17031351500,86,0,0,4,,,,17031351500,3515,14000US17031351500
21500,14000US17031360200,319,0,0,80,,,,17031360200,3602,14000US17031360200
21501,14000US17031380100,839,11,37,156,,,,17031380100,3801,14000US17031380100
21502,14000US17031380200,424,22,0,85,,,,17031380200,3802,14000US17031380200
21503,14000US17031380500,211,0,0,94,,,,17031380500,3805,14000US17031380500
21504,14000US17031380700,548,0,11,145,,,,17031380700,3807,14000US17031380700
21505,14000US17031381200,790,22,7,112,,,,17031381200,3812,14000US17031381200
21506,14000US17031381400,567,20,32,164,,,,17031381400,3814,14000US17031381400
21507,14000US17031381500,111,0,0,14,,,,17031381500,3815,14000US17031381500
21508,14000US17031381700,0,0,0,0,,,,17031381700,3817,14000US17031381700
21509,14000US17031381800,446,37,0,85,,,,17031381800,3818,14000US17031381800
21510,14000US17031381900,564,12,11,83,,,,17031381900,3819,14000US17031381900
21511,14000US17031390100,546,6,34,69,,,,17031390100,3901,14000US17031390100
21512,14000US17031390200,824,19,56,59,,,,17031390200,3902,14000US17031390200
21513,14000US17031390300,774,14,19,218,,,,17031390300,3903,14000US17031390300
21514,14000US17031390400,960,29,101,172,,,,17031390400,3904,14000US17031390400
21515,14000US17031390500,721,22,14,83,,,,17031390500,3905,14000US17031390500
21516,14000US17031390600,965,15,66,123,,,,17031390600,3906,14000US17031390600
21517,14000US17031390700,2525,196,98,72,,,,17031390700,3907,14000US17031390700
21518,14000US17031400300,525,0,24,123,,,,17031400300,4003,14000US17031400300
21519,14000US17031400400,488,10,0,35,,,,17031400400,4004,14000US17031400400
21520,14000US17031400500,524,0,13,186,,,,17031400500,4005,14000US17031400500
21521,14000US17031400800,599,38,0,239,,,,17031400800,4008,14000US17031400800
21522,14000US17031410100,1023,88,67,51,,,,17031410100,4101,14000US17031410100
21523,14000US17031410200,445,6,14,24,,,,17031410200,4102,14000US17031410200
21524,14000US17031410500,1272,52,49,156,,,,17031410500,4105,14000US17031410500
21525,14000US17031410600,1342,21,132,181,,,,17031410600,4106,14000US17031410600
21526,14000US17031410700,1105,60,53,72,,,,17031410700,4107,14000US17031410700
21527,14000US17031410800,1506,46,92,138,,,,17031410800,4108,14000US17031410800
21528,14000US17031410900,1747,201,55,104,,,,17031410900,4109,14000US17031410900
21529,14000US17031411000,1746,125,57,108,,,,17031411000,4110,14000US17031411000
21530,14000US17031411100,1031,16,48,160,,,,17031411100,4111,14000US17031411100
21531,14000US17031411200,861,10,118,118,,,,17031411200,4112,14000US17031411200
21532,14000US17031420100,381,0,6,78,,,,17031420100,4201,14000US17031420100
21533,14000US17031420200,652,47,39,111,,,,17031420200,4202,14000US17031420200
21534,14000US17031420300,846,12,23,88,,,,17031420300,4203,14000US17031420300
21535,14000US17031420400,626,15,53,50,,,,17031420400,4204,14000US17031420400
21536,14000US17031420500,607,62,29,155,,,,17031420500,4205,14000US17031420500
21537,14000US17031420600,409,0,0,132,,,,17031420600,4206,14000US17031420600
21538,14000US17031420700,731,40,51,207,,,,17031420700,4207,14000US17031420700
21539,14000US17031420800,820,36,32,250,,,,17031420800,4208,14000US17031420800
21540,14000US17031421200,487,0,21,118,,,,17031421200,4212,14000US17031421200
21541,14000US17031430101,1613,48,16,281,,,,17031430101,4301.01,14000US17031430101
21542,14000US17031430102,1403,63,50,164,,,,17031430102,4301.02,14000US17031430102
21543,14000US17031430200,1591,76,106,270,,,,17031430200,4302,14000US17031430200
21544,14000US17031430300,827,27,25,204,,,,17031430300,4303,14000US17031430300
21545,14000US17031430400,865,0,38,279,,,,17031430400,4304,14000US17031430400
21546,14000US17031430500,1235,37,37,265,,,,17031430500,4305,14000US17031430500
21547,14000US17031430600,704,0,6,98,,,,17031430600,4306,14000US17031430600
21548,14000US17031430700,1087,22,180,65,,,,17031430700,4307,14000US17031430700
21549,14000US17031430800,759,0,0,68,,,,17031430800,4308,14000US17031430800
21550,14000US17031430900,608,0,0,168,,,,17031430900,4309,14000US17031430900
21551,14000US17031431200,1025,0,21,251,,,,17031431200,4312,14000US17031431200
21552,14000US17031431301,1044,0,53,187,,,,17031431301,4313.01,14000US17031431301
21553,14000US17031431302,1038,23,0,224,,,,17031431302,4313.02,14000US17031431302
21554,14000US17031431400,2457,40,82,224,,,,17031431400,4314,14000US17031431400
21555,14000US17031440101,1394,6,109,370,,,,17031440101,4401.01,14000US17031440101
21556,14000US17031440102,1094,28,39,147,,,,17031440102,4401.02,14000US17031440102
21557,14000US17031440201,1704,48,0,214,,,,17031440201,4402.01,14000US17031440201
21558,14000US17031440202,974,0,0,167,,,,17031440202,4402.02,14000US17031440202
21559,14000US17031440300,1759,11,85,133,,,,17031440300,4403,14000US17031440300
21560,14000US17031440600,820,0,44,201,,,,17031440600,4406,14000US17031440600
21561,14000US17031440700,660,0,0,151,,,,17031440700,4407,14000US17031440700
21562,14000US17031440800,691,0,11,172,,,,17031440800,4408,14000US17031440800
21563,14000US17031440900,803,54,85,258,,,,17031440900,4409,14000US17031440900
21564,14000US17031450300,1318,9,114,253,,,,17031450300,4503,14000US17031450300
21565,14000US17031460100,1346,253,18,312,,,,17031460100,4601,14000US17031460100
21566,14000US17031460200,621,397,19,228,,,,17031460200,4602,14000US17031460200
21567,14000US17031460301,1113,360,62,283,,,,17031460301,4603.01,14000US17031460301
21568,14000US17031460302,899,21,40,344,,,,17031460302,4603.02,14000US17031460302
21569,14000US17031460400,1177,33,83,219,,,,17031460400,4604,14000US17031460400
21570,14000US17031460500,1921,13,103,361,,,,17031460500,4605,14000US17031460500
21571,14000US17031460600,402,39,0,111,,,,17031460600,4606,14000US17031460600
21572,14000US17031460700,657,306,76,320,,,,17031460700,4607,14000US17031460700
21573,14000US17031461000,488,324,30,183,,,,17031461000,4610,14000US17031461000
21574,14000US17031470100,1153,0,32,344,,,,17031470100,4701,14000US17031470100
21575,14000US17031480100,745,0,6,84,,,,17031480100,4801,14000US17031480100
21576,14000US17031480200,487,0,35,68,,,,17031480200,4802,14000US17031480200
21577,14000US17031480300,492,28,17,107,,,,17031480300,4803,14000US17031480300
21578,14000US17031480400,2194,14,139,412,,,,17031480400,4804,14000US17031480400
21579,14000US17031480500,978,72,17,285,,,,17031480500,4805,14000US17031480500
21580,14000US17031490300,793,0,41,161,,,,17031490300,4903,14000US17031490300
21581,14000US17031490400,522,0,6,108,,,,17031490400,4904,14000US17031490400
21582,14000US17031490500,817,7,11,165,,,,17031490500,4905,14000US17031490500
21583,14000US17031490600,456,7,0,68,,,,17031490600,4906,14000US17031490600
21584,14000US17031490700,1111,0,7,274,,,,17031490700,4907,14000US17031490700
21585,14000US17031490800,1291,31,47,214,,,,17031490800,4908,14000US17031490800
21586,14000US17031490901,1191,26,0,330,,,,17031490901,4909.01,14000US17031490901
21587,14000US17031490902,1666,20,29,352,,,,17031490902,4909.02,14000US17031490902
21588,14000US17031491000,857,14,7,507,,,,17031491000,4910,14000US17031491000
21589,14000US17031491100,1280,37,33,382,,,,17031491100,4911,14000US17031491100
21590,14000US17031491200,771,35,131,260,,,,17031491200,4912,14000US17031491200
21591,14000US17031491300,856,7,37,304,,,,17031491300,4913,14000US17031491300
21592,14000US17031491400,1055,26,53,295,,,,17031491400,4914,14000US17031491400
21593,14000US17031500100,1433,0,22,260,,,,17031500100,5001,14000US17031500100
21594,14000US17031500200,438,25,25,215,,,,17031500200,5002,14000US17031500200
21595,14000US17031500300,847,110,0,99,,,,17031500300,5003,14000US17031500300
21596,14000US17031510100,1293,1048,75,520,,,,17031510100,5101,14000US17031510100
21597,14000US17031510200,1188,213,38,268,,,,17031510200,5102,14000US17031510200
21598,14000US17031510300,1887,0,40,535,,,,17031510300,5103,14000US17031510300
21599,14000US17031520100,657,468,25,242,,,,17031520100,5201,14000US17031520100
21600,14000US17031520200,1272,1099,2,479,,,,17031520200,5202,14000US17031520200
21601,14000US17031520300,2375,1994,171,787,,,,17031520300,5203,14000US17031520300
21602,14000US17031520400,1424,960,0,423,,,,17031520400,5204,14000US17031520400
21603,14000US17031520500,1952,791,52,441,,,,17031520500,5205,14000US17031520500
21604,14000US17031520600,1013,605,13,334,,,,17031520600,5206,14000US17031520600
21605,14000US17031530100,901,486,50,295,,,,17031530100,5301,14000US17031530100
21606,14000US17031530200,1431,0,88,594,,,,17031530200,5302,14000US17031530200
21607,14000US17031530300,1480,20,35,370,,,,17031530300,5303,14000US17031530300
21608,14000US17031530400,736,40,10,148,,,,17031530400,5304,14000US17031530400
21609,14000US17031530501,1539,0,66,569,,,,17031530501,5305.01,14000US17031530501
21610,14000US17031530502,397,0,0,128,,,,17031530502,5305.02,14000US17031530502
21611,14000US17031530503,2134,0,104,505,,,,17031530503,5305.03,14000US17031530503
21612,14000US17031530600,1099,0,15,268,,,,17031530600,5306,14000US17031530600
21613,14000US17031540101,733,27,0,296,,,,17031540101,5401.01,14000US17031540101
21614,14000US17031540102,673,11,73,335,,,,17031540102,5401.02,14000US17031540102
21615,14000US17031550100,2781,919,125,852,,,,17031550100,5501,14000US17031550100
21616,14000US17031550200,1031,309,0,229,,,,17031550200,5502,14000US17031550200
21617,14000US17031560100,409,206,0,155,,,,17031560100,5601,14000US17031560100
21618,14000US17031560200,707,79,15,226,,,,17031560200,5602,14000US17031560200
21619,14000US17031560300,1401,625,21,306,,,,17031560300,5603,14000US17031560300
21620,14000US17031560400,648,339,9,174,,,,17031560400,5604,14000US17031560400
21621,14000US17031560700,1417,584,1,299,,,,17031560700,5607,14000US17031560700
21622,14000US17031560800,2623,834,44,492,,,,17031560800,5608,14000US17031560800
21623,14000US17031560900,2452,496,18,499,,,,17031560900,5609,14000US17031560900
21624,14000US17031561000,2162,413,29,413,,,,17031561000,5610,14000US17031561000
21625,14000US17031561100,2674,612,9,612,,,,17031561100,5611,14000US17031561100
21626,14000US17031570100,599,418,0,102,,,,17031570100,5701,14000US17031570100
21627,14000US17031570200,670,523,16,190,,,,17031570200,5702,14000US17031570200
21628,14000US17031570300,2328,1485,44,857,,,,17031570300,5703,14000US17031570300
21629,14000US17031570400,689,459,2,155,,,,17031570400,5704,14000US17031570400
21630,14000US17031570500,1046,616,45,284,,,,17031570500,5705,14000US17031570500
21631,14000US17031580100,1326,811,1,431,,,,17031580100,5801,14000US17031580100
21632,14000US17031580200,1369,1040,20,473,,,,17031580200,5802,14000US17031580200
21633,14000US17031580300,790,636,23,270,,,,17031580300,5803,14000US17031580300
21634,14000US17031580400,1349,877,27,456,,,,17031580400,5804,14000US17031580400
21635,14000US17031580501,2384,1963,33,668,,,,17031580501,5805.01,14000US17031580501
21636,14000US17031580502,2097,1660,80,557,,,,17031580502,5805.02,14000US17031580502
21637,14000US17031580600,2421,2023,26,799,,,,17031580600,5806,14000US17031580600
21638,14000US17031580700,2146,1750,39,760,,,,17031580700,5807,14000US17031580700
21639,14000US17031580800,615,552,8,275,,,,17031580800,5808,14000US17031580800
21640,14000US17031590500,875,448,38,251,,,,17031590500,5905,14000US17031590500
21641,14000US17031590600,1685,967,45,478,,,,17031590600,5906,14000US17031590600
21642,14000US17031590700,1443,792,9,332,,,,17031590700,5907,14000US17031590700
21643,14000US17031600400,2279,218,32,407,,,,17031600400,6004,14000US17031600400
21644,14000US17031600600,1243,281,17,198,,,,17031600600,6006,14000US17031600600
21645,14000US17031600700,1148,420,27,227,,,,17031600700,6007,14000US17031600700
21646,14000US17031600900,1722,338,70,330,,,,17031600900,6009,14000US17031600900
21647,14000US17031610300,1973,1654,97,727,,,,17031610300,6103,14000US17031610300
21648,14000US17031610400,595,578,15,177,,,,17031610400,6104,14000US17031610400
21649,14000US17031610800,699,27,0,135,,,,17031610800,6108,14000US17031610800
21650,14000US17031611000,220,80,11,142,,,,17031611000,6110,14000US17031611000
21651,14000US17031611100,877,789,46,265,,,,17031611100,6111,14000US17031611100
21652,14000US17031611200,774,595,12,339,,,,17031611200,6112,14000US17031611200
21653,14000US17031611300,947,738,24,410,,,,17031611300,6113,14000US17031611300
21654,14000US17031611400,1516,1354,27,562,,,,17031611400,6114,14000US17031611400
21655,14000US17031611500,1093,1007,38,448,,,,17031611500,6115,14000US17031611500
21656,14000US17031611600,526,176,7,206,,,,17031611600,6116,14000US17031611600
21657,14000US17031611700,259,115,16,84,,,,17031611700,6117,14000US17031611700
21658,14000US17031611800,744,183,0,324,,,,17031611800,6118,14000US17031611800
21659,14000US17031611900,493,86,8,276,,,,17031611900,6119,14000US17031611900
21660,14000US17031612000,402,53,23,134,,,,17031612000,6120,14000US17031612000
21661,14000US17031612100,355,25,0,121,,,,17031612100,6121,14000US17031612100
21662,14000US17031620100,1917,1255,0,570,,,,17031620100,6201,14000US17031620100
21663,14000US17031620200,938,611,0,317,,,,17031620200,6202,14000US17031620200
21664,14000US17031620300,2640,1617,43,781,,,,17031620300,6203,14000US17031620300
21665,14000US17031620400,2064,1643,11,631,,,,17031620400,6204,14000US17031620400
21666,14000US17031630100,504,409,0,116,,,,17031630100,6301,14000US17031630100
21667,14000US17031630200,909,790,0,322,,,,17031630200,6302,14000US17031630200
21668,14000US17031630300,2241,1976,14,840,,,,17031630300,6303,14000US17031630300
21669,14000US17031630400,2225,2067,47,915,,,,17031630400,6304,14000US17031630400
21670,14000US17031630500,2276,2058,13,752,,,,17031630500,6305,14000US17031630500
21671,14000US17031630800,2675,2436,40,886,,,,17031630800,6308,14000US17031630800
21672,14000US17031630900,1928,1708,35,636,,,,17031630900,6309,14000US17031630900
21673,14000US17031640100,439,221,0,105,,,,17031640100,6401,14000US17031640100
21674,14000US17031640300,2975,742,39,807,,,,17031640300,6403,14000US17031640300
21675,14000US17031640400,1608,448,25,329,,,,17031640400,6404,14000US17031640400
21676,14000US17031640500,1562,440,10,244,,,,17031640500,6405,14000US17031640500
21677,14000US17031640600,2038,551,32,359,,,,17031640600,6406,14000US17031640600
21678,14000US17031640700,1553,636,6,305,,,,17031640700,6407,14000US17031640700
21679,14000US17031640800,759,464,23,220,,,,17031640800,6408,14000US17031640800
21680,14000US17031650100,2216,1787,43,664,,,,17031650100,6501,14000US17031650100
21681,14000US17031650200,2964,1896,186,907,,,,17031650200,6502,14000US17031650200
21682,14000US17031650301,2155,1539,57,683,,,,17031650301,6503.01,14000US17031650301
21683,14000US17031650302,1682,1307,53,573,,,,17031650302,6503.02,14000US17031650302
21684,14000US17031650400,2603,2078,38,959,,,,17031650400,6504,14000US17031650400
21685,14000US17031650500,1810,1021,0,520,,,,17031650500,6505,14000US17031650500
21686,14000US17031660301,491,182,11,234,,,,17031660301,6603.01,14000US17031660301
21687,14000US17031660302,1950,1502,28,706,,,,17031660302,6603.02,14000US17031660302
21688,14000US17031660400,1838,1640,84,669,,,,17031660400,6604,14000US17031660400
21689,14000US17031660500,1877,1361,95,706,,,,17031660500,6605,14000US17031660500
21690,14000US17031660600,1982,550,23,725,,,,17031660600,6606,14000US17031660600
21691,14000US17031660700,595,0,86,208,,,,17031660700,6607,14000US17031660700
21692,14000US17031660800,2093,884,0,493,,,,17031660800,6608,14000US17031660800
21693,14000US17031660900,1437,90,63,453,,,,17031660900,6609,14000US17031660900
21694,14000US17031661000,1926,18,28,571,,,,17031661000,6610,14000US17031661000
21695,14000US17031661100,2460,871,129,648,,,,17031661100,6611,14000US17031661100
21696,14000US17031670100,386,22,44,132,,,,17031670100,6701,14000US17031670100
21697,14000US17031670200,274,43,0,148,,,,17031670200,6702,14000US17031670200
21698,14000US17031670300,279,0,31,140,,,,17031670300,6703,14000US17031670300
21699,14000US17031670400,573,77,16,246,,,,17031670400,6704,14000US17031670400
21700,14000US17031670500,359,20,0,116,,,,17031670500,6705,14000US17031670500
21701,14000US17031670600,590,100,12,169,,,,17031670600,6706,14000US17031670600
21702,14000US17031670700,320,0,10,118,,,,17031670700,6707,14000US17031670700
21703,14000US17031670800,460,18,15,175,,,,17031670800,6708,14000US17031670800
21704,14000US17031670900,406,0,0,90,,,,17031670900,6709,14000US17031670900
21705,14000US17031671100,244,0,14,183,,,,17031671100,6711,14000US17031671100
21706,14000US17031671200,282,9,23,91,,,,17031671200,6712,14000US17031671200
21707,14000US17031671300,768,0,23,252,,,,17031671300,6713,14000US17031671300
21708,14000US17031671400,605,12,0,161,,,,17031671400,6714,14000US17031671400
21709,14000US17031671500,639,30,43,326,,,,17031671500,6715,14000US17031671500
21710,14000US17031671600,545,39,74,250,,,,17031671600,6716,14000US17031671600
21711,14000US17031671800,333,8,0,84,,,,17031671800,6718,14000US17031671800
21712,14000US17031671900,358,5,0,128,,,,17031671900,6719,14000US17031671900
21713,14000US17031672000,819,8,26,351,,,,17031672000,6720,14000US17031672000
21714,14000US17031680500,492,13,23,198,,,,17031680500,6805,14000US17031680500
21715,14000US17031680600,317,0,27,103,,,,17031680600,6806,14000US17031680600
21716,14000US17031680900,1035,13,54,267,,,,17031680900,6809,14000US17031680900
21717,14000US17031681000,670,8,28,323,,,,17031681000,6810,14000US17031681000
21718,14000US17031681100,942,19,0,293,,,,17031681100,6811,14000US17031681100
21719,14000US17031681200,600,0,22,337,,,,17031681200,6812,14000US17031681200
21720,14000US17031681300,721,0,0,313,,,,17031681300,6813,14000US17031681300
21721,14000US17031681400,866,0,26,210,,,,17031681400,6814,14000US17031681400
21722,14000US17031690300,629,6,7,109,,,,17031690300,6903,14000US17031690300
21723,14000US17031690400,1052,45,78,192,,,,17031690400,6904,14000US17031690400
21724,14000US17031690500,358,31,15,163,,,,17031690500,6905,14000US17031690500
21725,14000US17031690900,1500,0,21,262,,,,17031690900,6909,14000US17031690900
21726,14000US17031691000,1082,0,24,226,,,,17031691000,6910,14000US17031691000
21727,14000US17031691100,900,18,69,222,,,,17031691100,6911,14000US17031691100
21728,14000US17031691200,914,0,46,200,,,,17031691200,6912,14000US17031691200
21729,14000US17031691300,1080,23,95,228,,,,17031691300,6913,14000US17031691300
21730,14000US17031691400,1185,0,34,251,,,,17031691400,6914,14000US17031691400
21731,14000US17031691500,711,0,27,156,,,,17031691500,6915,14000US17031691500
21732,14000US17031700100,1292,253,7,415,,,,17031700100,7001,14000US17031700100
21733,14000US17031700200,2806,1544,42,833,,,,17031700200,7002,14000US17031700200
21734,14000US17031700301,2158,1198,72,688,,,,17031700301,7003.01,14000US17031700301
21735,14000US17031700302,2398,864,7,581,,,,17031700302,7003.02,14000US17031700302
21736,14000US17031700401,2854,581,80,630,,,,17031700401,7004.01,14000US17031700401
21737,14000US17031700402,1893,272,0,523,,,,17031700402,7004.02,14000US17031700402
21738,14000US17031700501,3550,56,84,582,,,,17031700501,7005.01,14000US17031700501
21739,14000US17031700502,1245,69,14,226,,,,17031700502,7005.02,14000US17031700502
21740,14000US17031710100,330,24,14,104,,,,17031710100,7101,14000US17031710100
21741,14000US17031710200,1570,0,32,630,,,,17031710200,7102,14000US17031710200
21742,14000US17031710300,421,0,0,112,,,,17031710300,7103,14000US17031710300
21743,14000US17031710400,1807,11,22,402,,,,17031710400,7104,14000US17031710400
21744,14000US17031710500,1505,26,40,361,,,,17031710500,7105,14000US17031710500
21745,14000US17031710600,558,0,0,202,,,,17031710600,7106,14000US17031710600
21746,14000US17031710700,800,0,20,181,,,,17031710700,7107,14000US17031710700
21747,14000US17031710800,1622,27,0,314,,,,17031710800,7108,14000US17031710800
21748,14000US17031710900,767,0,23,314,,,,17031710900,7109,14000US17031710900
21749,14000US17031711000,1022,19,28,306,,,,17031711000,7110,14000US17031711000
21750,14000US17031711100,1116,14,50,402,,,,17031711100,7111,14000US17031711100
21751,14000US17031711200,1589,42,72,370,,,,17031711200,7112,14000US17031711200
21752,14000US17031711300,551,38,0,146,,,,17031711300,7113,14000US17031711300
21753,14000US17031711400,613,0,28,218,,,,17031711400,7114,14000US17031711400
21754,14000US17031711500,760,0,50,247,,,,17031711500,7115,14000US17031711500
21755,14000US17031720100,2112,98,101,423,,,,17031720100,7201,14000US17031720100
21756,14000US17031720200,1756,31,102,468,,,,17031720200,7202,14000US17031720200
21757,14000US17031720300,1521,110,143,395,,,,17031720300,7203,14000US17031720300
21758,14000US17031720400,1009,24,9,224,,,,17031720400,7204,14000US17031720400
21759,14000US17031720500,1113,17,13,227,,,,17031720500,7205,14000US17031720500
21760,14000US17031720600,736,5,50,174,,,,17031720600,7206,14000US17031720600
21761,14000US17031720700,1529,0,73,206,,,,17031720700,7207,14000US17031720700
21762,14000US17031730100,844,17,20,250,,,,17031730100,7301,14000US17031730100
21763,14000US17031730201,2024,0,0,383,,,,17031730201,7302.01,14000US17031730201
21764,14000US17031730202,1017,0,94,195,,,,17031730202,7302.02,14000US17031730202
21765,14000US17031730300,461,34,0,122,,,,17031730300,7303,14000US17031730300
21766,14000US17031730400,1259,34,0,285,,,,17031730400,7304,14000US17031730400
21767,14000US17031730500,1612,0,36,397,,,,17031730500,7305,14000US17031730500
21768,14000US17031730600,1135,0,0,224,,,,17031730600,7306,14000US17031730600
21769,14000US17031730700,566,12,3,186,,,,17031730700,7307,14000US17031730700
21770,14000US17031740100,1506,7,37,292,,,,17031740100,7401,14000US17031740100
21771,14000US17031740200,2970,33,93,703,,,,17031740200,7402,14000US17031740200
21772,14000US17031740300,2272,31,47,506,,,,17031740300,7403,14000US17031740300
21773,14000US17031740400,2233,104,17,426,,,,17031740400,7404,14000US17031740400
21774,14000US17031750100,1530,12,0,444,,,,17031750100,7501,14000US17031750100
21775,14000US17031750200,1231,3,68,247,,,,17031750200,7502,14000US17031750200
21776,14000US17031750300,1335,33,42,369,,,,17031750300,7503,14000US17031750300
21777,14000US17031750400,1536,65,97,303,,,,17031750400,7504,14000US17031750400
21778,14000US17031750500,2294,20,237,422,,,,17031750500,7505,14000US17031750500
21779,14000US17031750600,1288,19,30,378,,,,17031750600,7506,14000US17031750600
21780,14000US17031760801,2498,276,176,157,,,,17031760801,7608.01,14000US17031760801
21781,14000US17031760802,1070,168,18,80,,,,17031760802,7608.02,14000US17031760802
21782,14000US17031760803,3464,500,48,466,,,,17031760803,7608.03,14000US17031760803
21783,14000US17031770201,3123,571,70,460,,,,17031770201,7702.01,14000US17031770201
21784,14000US17031770202,2477,192,127,428,,,,17031770202,7702.02,14000US17031770202
21785,14000US17031770300,4002,536,49,628,,,,17031770300,7703,14000US17031770300
21786,14000US17031770400,2136,319,140,398,,,,17031770400,7704,14000US17031770400
21787,14000US17031770500,2188,1705,0,467,,,,17031770500,7705,14000US17031770500
21788,14000US17031770601,1421,127,59,192,,,,17031770601,7706.01,14000US17031770601
21789,14000US17031770602,1962,673,79,538,,,,17031770602,7706.02,14000US17031770602
21790,14000US17031770700,1332,147,44,200,,,,17031770700,7707,14000US17031770700
21791,14000US17031770800,3093,539,68,683,,,,17031770800,7708,14000US17031770800
21792,14000US17031770901,2094,18,102,461,,,,17031770901,7709.01,14000US17031770901
21793,14000US17031770902,1486,25,26,170,,,,17031770902,7709.02,14000US17031770902
21794,14000US17031800100,965,51,142,323,,,,17031800100,8001,14000US17031800100
21795,14000US17031800200,2621,66,397,732,,,,17031800200,8002,14000US17031800200
21796,14000US17031800300,1195,31,154,371,,,,17031800300,8003,14000US17031800300
21797,14000US17031800400,1476,19,127,516,,,,17031800400,8004,14000US17031800400
21798,14000US17031800500,2001,42,142,678,,,,17031800500,8005,14000US17031800500
21799,14000US17031800600,898,11,60,338,,,,17031800600,8006,14000US17031800600
