OBJECTID,GEOID,PopWhite,PopBlack,FID_,GEOID,NAME,GEOID_Data
21514,14000US17031390400,183,2691,,17031390400,3904,14000US17031390400
21515,14000US17031390500,340,1018,,17031390500,3905,14000US17031390500
21516,14000US17031390600,799,889,,17031390600,3906,14000US17031390600
21517,14000US17031390700,1954,2605,,17031390700,3907,14000US17031390700
21518,14000US17031400300,10,1651,,17031400300,4003,14000US17031400300
21519,14000US17031400400,1,1440,,17031400400,4004,14000US17031400400
21520,14000US17031400500,0,2135,,17031400500,4005,14000US17031400500
21521,14000US17031400800,2,2583,,17031400800,4008,14000US17031400800
21522,14000US17031410100,545,927,,17031410100,4101,14000US17031410100
21523,14000US17031410200,449,254,,17031410200,4102,14000US17031410200
21524,14000US17031410500,776,1643,,17031410500,4105,14000US17031410500
21525,14000US17031410600,1112,1017,,17031410600,4106,14000US17031410600
21526,14000US17031410700,1228,419,,17031410700,4107,14000US17031410700
21527,14000US17031410800,1072,1339,,17031410800,4108,14000US17031410800
21528,14000US17031410900,1812,1100,,17031410900,4109,14000US17031410900
21529,14000US17031411000,2146,979,,17031411000,4110,14000US17031411000
21530,14000US17031411100,1530,144,,17031411100,4111,14000US17031411100
21531,14000US17031411200,1177,222,,17031411200,4112,14000US17031411200
21532,14000US17031420100,82,1175,,17031420100,4201,14000US17031420100
21533,14000US17031420200,378,1170,,17031420200,4202,14000US17031420200
21534,14000US17031420300,668,993,,17031420300,4203,14000US17031420300
21535,14000US17031420400,276,913,,17031420400,4204,14000US17031420400
21536,14000US17031420500,11,2228,,17031420500,4205,14000US17031420500
21537,14000US17031420600,57,1588,,17031420600,4206,14000US17031420600
21538,14000US17031420700,30,2820,,17031420700,4207,14000US17031420700
21539,14000US17031420800,72,2359,,17031420800,4208,14000US17031420800
21540,14000US17031421200,0,1469,,17031421200,4212,14000US17031421200
21541,14000US17031430101,37,3718,,17031430101,4301.01,14000US17031430101
21542,14000US17031430102,29,3063,,17031430102,4301.02,14000US17031430102
21543,14000US17031430200,137,3945,,17031430200,4302,14000US17031430200
21544,14000US17031430300,13,1958,,17031430300,4303,14000US17031430300
21545,14000US17031430400,30,3028,,17031430400,4304,14000US17031430400
21546,14000US17031430500,2,3391,,17031430500,4305,14000US17031430500
21547,14000US17031430600,7,1562,,17031430600,4306,14000US17031430600
21548,14000US17031430700,89,2211,,17031430700,4307,14000US17031430700
21549,14000US17031430800,29,1739,,17031430800,4308,14000US17031430800
21550,14000US17031430900,5,1849,,17031430900,4309,14000US17031430900
21551,14000US17031431200,65,2733,,17031431200,4312,14000US17031431200
21552,14000US17031431301,2,2813,,17031431301,4313.01,14000US17031431301
21553,14000US17031431302,1,2865,,17031431302,4313.02,14000US17031431302
21554,14000US17031431400,303,5768,,17031431400,4314,14000US17031431400
21555,14000US17031440101,7,4471,,17031440101,4401.01,14000US17031440101
21556,14000US17031440102,12,3240,,17031440102,4401.02,14000US17031440102
21557,14000US17031440201,0,5142,,17031440201,4402.01,14000US17031440201
21558,14000US17031440202,16,3266,,17031440202,4402.02,14000US17031440202
21559,14000US17031440300,81,4229,,17031440300,4403,14000US17031440300
21560,14000US17031440600,25,1981,,17031440600,4406,14000US17031440600
21561,14000US17031440700,30,1592,,17031440700,4407,14000US17031440700
21562,14000US17031440800,0,2127,,17031440800,4408,14000US17031440800
21563,14000US17031440900,3,2840,,17031440900,4409,14000US17031440900
21564,14000US17031450300,117,3515,,17031450300,4503,14000US17031450300
21565,14000US17031460100,652,2518,,17031460100,4601,14000US17031460100
21566,14000US17031460200,1141,928,,17031460200,4602,14000US17031460200
21567,14000US17031460301,719,2186,,17031460301,4603.01,14000US17031460301
21568,14000US17031460302,47,3593,,17031460302,4603.02,14000US17031460302
21569,14000US17031460400,17,3144,,17031460400,4604,14000US17031460400
21570,14000US17031460500,128,4892,,17031460500,4605,14000US17031460500
21571,14000US17031460600,148,1027,,17031460600,4606,14000US17031460600
21572,14000US17031460700,864,1710,,17031460700,4607,14000US17031460700
21573,14000US17031461000,927,906,,17031461000,4610,14000US17031461000
21574,14000US17031470100,20,3488,,17031470100,4701,14000US17031470100
21575,14000US17031480100,24,1925,,17031480100,4801,14000US17031480100
21576,14000US17031480200,0,1353,,17031480200,4802,14000US17031480200
21577,14000US17031480300,25,1364,,17031480300,4803,14000US17031480300
21578,14000US17031480400,63,6408,,17031480400,4804,14000US17031480400
21579,14000US17031480500,129,2582,,17031480500,4805,14000US17031480500
21580,14000US17031490300,30,1932,,17031490300,4903,14000US17031490300
21581,14000US17031490400,0,1097,,17031490400,4904,14000US17031490400
21582,14000US17031490500,70,2261,,17031490500,4905,14000US17031490500
21583,14000US17031490600,3,1247,,17031490600,4906,14000US17031490600
21584,14000US17031490700,26,3180,,17031490700,4907,14000US17031490700
21585,14000US17031490800,96,3584,,17031490800,4908,14000US17031490800
21586,14000US17031490901,86,3960,,17031490901,4909.01,14000US17031490901
21587,14000US17031490902,16,4693,,17031490902,4909.02,14000US17031490902
21588,14000US17031491000,61,4796,,17031491000,4910,14000US17031491000
21589,14000US17031491100,127,4654,,17031491100,4911,14000US17031491100
21590,14000US17031491200,9,2968,,17031491200,4912,14000US17031491200
21591,14000US17031491300,25,2664,,17031491300,4913,14000US17031491300
21592,14000US17031491400,37,3132,,17031491400,4914,14000US17031491400
21593,14000US17031500100,9,3547,,17031500100,5001,14000US17031500100
21594,14000US17031500200,78,1884,,17031500200,5002,14000US17031500200
21595,14000US17031500300,777,748,,17031500300,5003,14000US17031500300
21596,14000US17031510100,2152,195,,17031510100,5101,14000US17031510100
21597,14000US17031510200,534,2420,,17031510200,5102,14000US17031510200
21598,14000US17031510300,33,5800,,17031510300,5103,14000US17031510300
21599,14000US17031520100,1100,257,,17031520100,5201,14000US17031520100
21600,14000US17031520200,3213,366,,17031520200,5202,14000US17031520200
21601,14000US17031520300,4802,75,,17031520300,5203,14000US17031520300
21602,14000US17031520400,3031,27,,17031520400,5204,14000US17031520400
21603,14000US17031520500,3707,21,,17031520500,5205,14000US17031520500
21604,14000US17031520600,2197,0,,17031520600,5206,14000US17031520600
21605,14000US17031530100,804,1560,,17031530100,5301,14000US17031530100
21606,14000US17031530200,14,5295,,17031530200,5302,14000US17031530200
21607,14000US17031530300,66,4034,,17031530300,5303,14000US17031530300
21608,14000US17031530400,4,2165,,17031530400,5304,14000US17031530400
21609,14000US17031530501,98,5636,,17031530501,5305.01,14000US17031530501
21610,14000US17031530502,0,1463,,17031530502,5305.02,14000US17031530502
21611,14000US17031530503,11,5536,,17031530503,5305.03,14000US17031530503
21612,14000US17031530600,163,3197,,17031530600,5306,14000US17031530600
21613,14000US17031540101,136,3367,,17031540101,5401.01,14000US17031540101
21614,14000US17031540102,0,3311,,17031540102,5401.02,14000US17031540102
21615,14000US17031550100,5507,1057,,17031550100,5501,14000US17031550100
21616,14000US17031550200,2387,53,,17031550200,5502,14000US17031550200
21617,14000US17031560100,800,132,,17031560100,5601,14000US17031560100
21618,14000US17031560200,284,1672,,17031560200,5602,14000US17031560200
21619,14000US17031560300,1802,354,,17031560300,5603,14000US17031560300
21620,14000US17031560400,808,0,,17031560400,5604,14000US17031560400
21621,14000US17031560700,2327,4,,17031560700,5607,14000US17031560700
21622,14000US17031560800,4886,18,,17031560800,5608,14000US17031560800
21623,14000US17031560900,4339,21,,17031560900,5609,14000US17031560900
21624,14000US17031561000,3996,0,,17031561000,5610,14000US17031561000
21625,14000US17031561100,4620,0,,17031561100,5611,14000US17031561100
21626,14000US17031570100,949,0,,17031570100,5701,14000US17031570100
21627,14000US17031570200,1101,1,,17031570200,5702,14000US17031570200
21628,14000US17031570300,4224,0,,17031570300,5703,14000US17031570300
21629,14000US17031570400,1155,12,,17031570400,5704,14000US17031570400
21630,14000US17031570500,1394,199,,17031570500,5705,14000US17031570500
21631,14000US17031580100,1949,20,,17031580100,5801,14000US17031580100
21632,14000US17031580200,1415,68,,17031580200,5802,14000US17031580200
21633,14000US17031580300,1318,0,,17031580300,5803,14000US17031580300
21634,14000US17031580400,2306,41,,17031580400,5804,14000US17031580400
21635,14000US17031580501,3584,81,,17031580501,5805.01,14000US17031580501
21636,14000US17031580502,3340,118,,17031580502,5805.02,14000US17031580502
21637,14000US17031580600,4472,227,,17031580600,5806,14000US17031580600
21638,14000US17031580700,4013,0,,17031580700,5807,14000US17031580700
21639,14000US17031580800,1426,17,,17031580800,5808,14000US17031580800
21640,14000US17031590500,1283,17,,17031590500,5905,14000US17031590500
21641,14000US17031590600,1959,63,,17031590600,5906,14000US17031590600
21642,14000US17031590700,1643,183,,17031590700,5907,14000US17031590700
21643,14000US17031600400,1332,8,,17031600400,6004,14000US17031600400
21644,14000US17031600600,761,10,,17031600600,6006,14000US17031600600
21645,14000US17031600700,1201,110,,17031600700,6007,14000US17031600700
21646,14000US17031600900,1686,340,,17031600900,6009,14000US17031600900
21647,14000US17031610300,3510,190,,17031610300,6103,14000US17031610300
21648,14000US17031610400,1096,0,,17031610400,6104,14000US17031610400
21649,14000US17031610800,1374,0,,17031610800,6108,14000US17031610800
21650,14000US17031611000,163,751,,17031611000,6110,14000US17031611000
21651,14000US17031611100,1317,495,,17031611100,6111,14000US17031611100
21652,14000US17031611200,1071,504,,17031611200,6112,14000US17031611200
21653,14000US17031611300,1506,402,,17031611300,6113,14000US17031611300
21654,14000US17031611400,2168,107,,17031611400,6114,14000US17031611400
21655,14000US17031611500,1693,314,,17031611500,6115,14000US17031611500
21656,14000US17031611600,345,1589,,17031611600,6116,14000US17031611600
21657,14000US17031611700,307,901,,17031611700,6117,14000US17031611700
21658,14000US17031611800,579,1675,,17031611800,6118,14000US17031611800
21659,14000US17031611900,258,2021,,17031611900,6119,14000US17031611900
21660,14000US17031612000,5,1379,,17031612000,6120,14000US17031612000
21661,14000US17031612100,91,1244,,17031612100,6121,14000US17031612100
21662,14000US17031620100,2883,200,,17031620100,6201,14000US17031620100
21663,14000US17031620200,1494,9,,17031620200,6202,14000US17031620200
21664,14000US17031620300,4523,62,,17031620300,6203,14000US17031620300
21665,14000US17031620400,3351,242,,17031620400,6204,14000US17031620400
21666,14000US17031630100,618,288,,17031630100,6301,14000US17031630100
21667,14000US17031630200,1384,10,,17031630200,6302,14000US17031630200
21668,14000US17031630300,4302,2,,17031630300,6303,14000US17031630300
21669,14000US17031630400,3581,0,,17031630400,6304,14000US17031630400
21670,14000US17031630500,3195,196,,17031630500,6305,14000US17031630500
21671,14000US17031630800,3965,199,,17031630800,6308,14000US17031630800
21672,14000US17031630900,2643,79,,17031630900,6309,14000US17031630900
21673,14000US17031640100,858,0,,17031640100,6401,14000US17031640100
21674,14000US17031640300,5097,17,,17031640300,6403,14000US17031640300
21675,14000US17031640400,2589,0,,17031640400,6404,14000US17031640400
21676,14000US17031640500,2596,57,,17031640500,6405,14000US17031640500
21677,14000US17031640600,3046,0,,17031640600,6406,14000US17031640600
21678,14000US17031640700,1961,12,,17031640700,6407,14000US17031640700
21679,14000US17031640800,900,65,,17031640800,6408,14000US17031640800
21680,14000US17031650100,1963,124,,17031650100,6501,14000US17031650100
21681,14000US17031650200,2853,34,,17031650200,6502,14000US17031650200
21682,14000US17031650301,2614,88,,17031650301,6503.01,14000US17031650301
21683,14000US17031650302,1762,140,,17031650302,6503.02,14000US17031650302
21684,14000US17031650400,1934,102,,17031650400,6504,14000US17031650400
21685,14000US17031650500,1952,569,,17031650500,6505,14000US17031650500
21686,14000US17031660301,159,1012,,17031660301,6603.01,14000US17031660301
21687,14000US17031660302,914,1070,,17031660302,6603.02,14000US17031660302
21688,14000US17031660400,1399,243,,17031660400,6604,14000US17031660400
21689,14000US17031660500,979,1079,,17031660500,6605,14000US17031660500
21690,14000US17031660600,323,4698,,17031660600,6606,14000US17031660600
21691,14000US17031660700,97,2011,,17031660700,6607,14000US17031660700
21692,14000US17031660800,333,3242,,17031660800,6608,14000US17031660800
21693,14000US17031660900,261,4128,,17031660900,6609,14000US17031660900
21694,14000US17031661000,100,5246,,17031661000,6610,14000US17031661000
21695,14000US17031661100,1570,2877,,17031661100,6611,14000US17031661100
21696,14000US17031670100,88,1332,,17031670100,6701,14000US17031670100
21697,14000US17031670200,0,1067,,17031670200,6702,14000US17031670200
21698,14000US17031670300,91,1280,,17031670300,6703,14000US17031670300
21699,14000US17031670400,119,1865,,17031670400,6704,14000US17031670400
21700,14000US17031670500,13,1184,,17031670500,6705,14000US17031670500
21701,14000US17031670600,0,1590,,17031670600,6706,14000US17031670600
21702,14000US17031670700,31,1281,,17031670700,6707,14000US17031670700
21703,14000US17031670800,2,1711,,17031670800,6708,14000US17031670800
21704,14000US17031670900,0,1311,,17031670900,6709,14000US17031670900
21705,14000US17031671100,4,1613,,17031671100,6711,14000US17031671100
21706,14000US17031671200,10,1152,,17031671200,6712,14000US17031671200
21707,14000US17031671300,49,2248,,17031671300,6713,14000US17031671300
21708,14000US17031671400,63,1608,,17031671400,6714,14000US17031671400
21709,14000US17031671500,117,3377,,17031671500,6715,14000US17031671500
21710,14000US17031671600,38,2434,,17031671600,6716,14000US17031671600
21711,14000US17031671800,18,1135,,17031671800,6718,14000US17031671800
21712,14000US17031671900,0,1298,,17031671900,6719,14000US17031671900
21713,14000US17031672000,54,3617,,17031672000,6720,14000US17031672000
21714,14000US17031680500,117,1426,,17031680500,6805,14000US17031680500
21715,14000US17031680600,0,1349,,17031680600,6806,14000US17031680600
21716,14000US17031680900,51,3805,,17031680900,6809,14000US17031680900
21717,14000US17031681000,27,2791,,17031681000,6810,14000US17031681000
21718,14000US17031681100,26,3523,,17031681100,6811,14000US17031681100
21719,14000US17031681200,6,2750,,17031681200,6812,14000US17031681200
21720,14000US17031681300,0,2730,,17031681300,6813,14000US17031681300
21721,14000US17031681400,0,2764,,17031681400,6814,14000US17031681400
21722,14000US17031690300,156,2045,,17031690300,6903,14000US17031690300
21723,14000US17031690400,33,3459,,17031690400,6904,14000US17031690400
21724,14000US17031690500,0,1288,,17031690500,6905,14000US17031690500
21725,14000US17031690900,40,4291,,17031690900,6909,14000US17031690900
21726,14000US17031691000,25,2571,,17031691000,6910,14000US17031691000
21727,14000US17031691100,12,3058,,17031691100,6911,14000US17031691100
21728,14000US17031691200,0,2475,,17031691200,6912,14000US17031691200
21729,14000US17031691300,0,2721,,17031691300,6913,14000US17031691300
21730,14000US17031691400,55,3343,,17031691400,6914,14000US17031691400
21731,14000US17031691500,39,1921,,17031691500,6915,14000US17031691500
21732,14000US17031700100,389,2140,,17031700100,7001,14000US17031700100
21733,14000US17031700200,2609,1062,,17031700200,7002,14000US17031700200
21734,14000US17031700301,2790,929,,17031700301,7003.01,14000US17031700301
21735,14000US17031700302,3031,1145,,17031700302,7003.02,14000US17031700302
21736,14000US17031700401,1827,3477,,17031700401,7004.01,14000US17031700401
21737,14000US17031700402,748,2925,,17031700402,7004.02,14000US17031700402
21738,14000US17031700501,716,7579,,17031700501,7005.01,14000US17031700501
21739,14000US17031700502,174,2870,,17031700502,7005.02,14000US17031700502
21740,14000US17031710100,88,1294,,17031710100,7101,14000US17031710100
21741,14000US17031710200,15,5911,,17031710200,7102,14000US17031710200
21742,14000US17031710300,0,1562,,17031710300,7103,14000US17031710300
21743,14000US17031710400,21,5035,,17031710400,7104,14000US17031710400
21744,14000US17031710500,6,4406,,17031710500,7105,14000US17031710500
21745,14000US17031710600,0,1996,,17031710600,7106,14000US17031710600
21746,14000US17031710700,16,2747,,17031710700,7107,14000US17031710700
21747,14000US17031710800,31,4532,,17031710800,7108,14000US17031710800
21748,14000US17031710900,0,2751,,17031710900,7109,14000US17031710900
21749,14000US17031711000,42,3411,,17031711000,7110,14000US17031711000
21750,14000US17031711100,0,3599,,17031711100,7111,14000US17031711100
21751,14000US17031711200,27,4893,,17031711200,7112,14000US17031711200
21752,14000US17031711300,0,1650,,17031711300,7113,14000US17031711300
21753,14000US17031711400,3,2435,,17031711400,7114,14000US17031711400
21754,14000US17031711500,0,2684,,17031711500,7115,14000US17031711500
21755,14000US17031720100,2683,1315,,17031720100,7201,14000US17031720100
21756,14000US17031720200,1620,2769,,17031720200,7202,14000US17031720200
21757,14000US17031720300,2284,1192,,17031720300,7203,14000US17031720300
21758,14000US17031720400,2057,84,,17031720400,7204,14000US17031720400
21759,14000US17031720500,2071,58,,17031720500,7205,14000US17031720500
21760,14000US17031720600,1409,254,,17031720600,7206,14000US17031720600
21761,14000US17031720700,1169,1750,,17031720700,7207,14000US17031720700
21762,14000US17031730100,7,2539,,17031730100,7301,14000US17031730100
21763,14000US17031730201,14,5941,,17031730201,7302.01,14000US17031730201
21764,14000US17031730202,148,3032,,17031730202,7302.02,14000US17031730202
21765,14000US17031730300,7,1178,,17031730300,7303,14000US17031730300
21766,14000US17031730400,31,3534,,17031730400,7304,14000US17031730400
21767,14000US17031730500,117,4092,,17031730500,7305,14000US17031730500
21768,14000US17031730600,0,3111,,17031730600,7306,14000US17031730600
21769,14000US17031730700,8,1992,,17031730700,7307,14000US17031730700
21770,14000US17031740100,2925,0,,17031740100,7401,14000US17031740100
21771,14000US17031740200,6092,222,,17031740200,7402,14000US17031740200
21772,14000US17031740300,4325,88,,17031740300,7403,14000US17031740300
21773,14000US17031740400,3610,627,,17031740400,7404,14000US17031740400
21774,14000US17031750100,183,4260,,17031750100,7501,14000US17031750100
21775,14000US17031750200,1187,1520,,17031750200,7502,14000US17031750200
21776,14000US17031750300,2357,322,,17031750300,7503,14000US17031750300
21777,14000US17031750400,2349,729,,17031750400,7504,14000US17031750400
21778,14000US17031750500,1288,4066,,17031750500,7505,14000US17031750500
21779,14000US17031750600,39,3709,,17031750600,7506,14000US17031750600
21780,14000US17031760801,3235,124,,17031760801,7608.01,14000US17031760801
21781,14000US17031760802,2088,0,,17031760802,7608.02,14000US17031760802
21782,14000US17031760803,5777,67,,17031760803,7608.03,14000US17031760803
21783,14000US17031770201,4424,75,,17031770201,7702.01,14000US17031770201
21784,14000US17031770202,4691,65,,17031770202,7702.02,14000US17031770202
21785,14000US17031770300,6088,170,,17031770300,7703,14000US17031770300
21786,14000US17031770400,3424,59,,17031770400,7704,14000US17031770400
21787,14000US17031770500,1659,69,,17031770500,7705,14000US17031770500
21788,14000US17031770601,2563,25,,17031770601,7706.01,14000US17031770601
21789,14000US17031770602,3358,149,,17031770602,7706.02,14000US17031770602
21790,14000US17031770700,2460,91,,17031770700,7707,14000US17031770700
21791,14000US17031770800,4690,271,,17031770800,7708,14000US17031770800
21792,14000US17031770901,4887,0,,17031770901,7709.01,14000US17031770901
21793,14000US17031770902,3171,10,,17031770902,7709.02,14000US17031770902
21794,14000US17031800100,2471,0,,17031800100,8001,14000US17031800100
21795,14000US17031800200,5770,104,,17031800200,8002,14000US17031800200
21796,14000US17031800300,3039,16,,17031800300,8003,14000US17031800300
21797,14000US17031800400,3502,0,,17031800400,8004,14000US17031800400
21798,14000US17031800500,4797,0,,17031800500,8005,14000US17031800500
21799,14000US17031800600,2515,16,,17031800600,8006,14000US17031800600
21800,14000US17031800700,4471,0,,17031800700,8007,14000US17031800700
21801,14000US17031800800,1825,0,,17031800800,8008,14000US17031800800
21802,14000US17031800900,3197,90,,17031800900,8009,14000US17031800900
21803,14000US17031801000,3823,50,,17031801000,8010,14000US17031801000
21804,14000US17031801100,4204,39,,17031801100,8011,14000US17031801100
21805,14000US17031801200,3314,36,,17031801200,8012,14000US17031801200
21806,14000US17031801300,3828,91,,17031801300,8013,14000US17031801300
21807,14000US17031801400,2485,13,,17031801400,8014,14000US17031801400
21808,14000US17031801500,5594,169,,17031801500,8015,14000US17031801500
21809,14000US17031801601,3287,106,,17031801601,8016.01,14000US17031801601
21810,14000US17031801603,2042,458,,17031801603,8016.03,14000US17031801603
21811,14000US17031801605,4385,81,,17031801605,8016.05,14000US17031801605
21812,14000US17031801606,5191,35,,17031801606,8016.06,14000US17031801606
21813,14000US17031801607,4482,166,,17031801607,8016.07,14000US17031801607
21814,14000US17031801608,5159,13,,17031801608,8016.08,14000US17031801608
21815,14000US17031801701,3278,0,,17031801701,8017.01,14000US17031801701
21816,14000US17031801702,4163,0,,17031801702,8017.02,14000US17031801702
21817,14000US17031801800,4884,0,,17031801800,8018,14000US17031801800
21818,14000US17031801901,3641,121,,17031801901,8019.01,14000US17031801901
21819,14000US17031801902,2733,0,,17031801902,8019.02,14000US17031801902
21820,14000US17031802002,4431,102,,17031802002,8020.02,14000US17031802002
21821,14000US17031802003,1859,70,,17031802003,8020.03,14000US17031802003
21822,14000US17031802004,3721,92,,17031802004,8020.04,14000US17031802004
21823,14000US17031802100,3169,60,,17031802100,8021,14000US17031802100
21824,14000US17031802200,4027,0,,17031802200,8022,14000US17031802200
21825,14000US17031802300,4166,52,,17031802300,8023,14000US17031802300
21826,14000US17031802402,4155,37,,17031802402,8024.02,14000US17031802402
21827,14000US17031802403,1196,18,,17031802403,8024.03,14000US17031802403
21828,14000US17031802404,5085,74,,17031802404,8024.04,14000US17031802404
21829,14000US17031802503,4189,107,,17031802503,8025.03,14000US17031802503
21830,14000US17031802504,5422,22,,17031802504,8025.04,14000US17031802504
21831,14000US17031802505,4548,226,,17031802505,8025.05,14000US17031802505
21832,14000US17031802506,2254,0,,17031802506,8025.06,14000US17031802506
21833,14000US17031802605,5651,142,,17031802605,8026.05,14000US17031802605
21834,14000US17031802607,1270,0,,17031802607,8026.07,14000US17031802607
21835,14000US17031802608,5599,0,,17031802608,8026.08,14000US17031802608
21836,14000US17031802609,5294,54,,17031802609,8026.09,14000US17031802609
21837,14000US17031802610,1241,0,,17031802610,8026.10,14000US17031802610
21838,14000US17031802701,4918,0,,17031802701,8027.01,14000US17031802701
21839,14000US17031802702,4031,36,,17031802702,8027.02,14000US17031802702
21840,14000US17031802801,4514,0,,17031802801,8028.01,14000US17031802801
21841,14000US17031802802,5733,66,,17031802802,8028.02,14000US17031802802
21842,14000US17031802900,5793,24,,17031802900,8029,14000US17031802900
21843,14000US17031803005,2395,81,,17031803005,8030.05,14000US17031803005
21844,14000US17031803007,4915,1,,17031803007,8030.07,14000US17031803007
21845,14000US17031803008,4085,146,,17031803008,8030.08,14000US17031803008
21846,14000US17031803010,4325,0,,17031803010,8030.10,14000US17031803010
21847,14000US17031803012,1975,109,,17031803012,8030.12,14000US17031803012
21848,14000US17031803013,4513,128,,17031803013,8030.13,14000US17031803013
21849,14000US17031803014,2980,100,,17031803014,8030.14,14000US17031803014
21850,14000US17031803015,4042,21,,17031803015,8030.15,14000US17031803015
21851,14000US17031803016,1567,78,,17031803016,8030.16,14000US17031803016
21852,14000US17031803017,4811,11,,17031803017,8030.17,14000US17031803017
21853,14000US17031803100,3055,64,,17031803100,8031,14000US17031803100
21854,14000US17031803200,5359,83,,17031803200,8032,14000US17031803200
21855,14000US17031803300,4800,1,,17031803300,8033,14000US17031803300
21856,14000US17031803400,6014,34,,17031803400,8034,14000US17031803400
21857,14000US17031803500,5872,6,,17031803500,8035,14000US17031803500
21858,14000US17031803603,5790,60,,17031803603,8036.03,14000US17031803603
21859,14000US17031803604,3679,109,,17031803604,8036.04,14000US17031803604
21860,14000US17031803605,5899,458,,17031803605,8036.05,14000US17031803605
21861,14000US17031803606,6269,625,,17031803606,8036.06,14000US17031803606
21862,14000US17031803607,4825,23,,17031803607,8036.07,14000US17031803607
21863,14000US17031803608,6062,419,,17031803608,8036.08,14000US17031803608
21864,14000US17031803610,5742,329,,17031803610,8036.10,14000US17031803610
21865,14000US17031803611,4025,161,,17031803611,8036.11,14000US17031803611
21866,14000US17031803612,2154,340,,17031803612,8036.12,14000US17031803612
21867,14000US17031803701,2236,0,,17031803701,8037.01,14000US17031803701
21868,14000US17031803702,4774,14,,17031803702,8037.02,14000US17031803702
21869,14000US17031803800,4410,2,,17031803800,8038,14000US17031803800
21870,14000US17031803901,2715,87,,17031803901,8039.01,14000US17031803901
21871,14000US17031803902,3424,94,,17031803902,8039.02,14000US17031803902
21872,14000US17031804000,3870,98,,17031804000,8040,14000US17031804000
21873,14000US17031804102,6128,17,,17031804102,8041.02,14000US17031804102
21874,14000US17031804104,3645,19,,17031804104,8041.04,14000US17031804104
21875,14000US17031804105,3648,12,,17031804105,8041.05,14000US17031804105
21876,14000US17031804106,5184,74,,17031804106,8041.06,14000US17031804106
21877,14000US17031804108,1878,363,,17031804108,8041.08,14000US17031804108
21878,14000US17031804109,2391,97,,17031804109,8041.09,14000US17031804109
21879,14000US17031804201,5981,81,,17031804201,8042.01,14000US17031804201
21880,14000US17031804202,6616,0,,17031804202,8042.02,14000US17031804202
21881,14000US17031804305,5215,195,,17031804305,8043.05,14000US17031804305
21882,14000US17031804306,3716,125,,17031804306,8043.06,14000US17031804306
21883,14000US17031804308,3587,166,,17031804308,8043.08,14000US17031804308
21884,14000US17031804309,1918,41,,17031804309,8043.09,14000US17031804309
21885,14000US17031804310,5805,552,,17031804310,8043.10,14000US17031804310
21886,14000US17031804311,4361,36,,17031804311,8043.11,14000US17031804311
21887,14000US17031804403,4401,161,,17031804403,8044.03,14000US17031804403
21888,14000US17031804404,2977,181,,17031804404,8044.04,14000US17031804404
21889,14000US17031804405,1161,495,,17031804405,8044.05,14000US17031804405
21890,14000US17031804406,2860,274,,17031804406,8044.06,14000US17031804406
21891,14000US17031804505,2745,96,,17031804505,8045.05,14000US17031804505
21892,14000US17031804506,4119,372,,17031804506,8045.06,14000US17031804506
21893,14000US17031804507,7125,717,,17031804507,8045.07,14000US17031804507
21894,14000US17031804508,808,154,,17031804508,8045.08,14000US17031804508
21895,14000US17031804509,2920,171,,17031804509,8045.09,14000US17031804509
21896,14000US17031804510,3095,159,,17031804510,8045.10,14000US17031804510
21897,14000US17031804511,1029,145,,17031804511,8045.11,14000US17031804511
21898,14000US17031804603,2999,255,,17031804603,8046.03,14000US17031804603
21899,14000US17031804606,6154,60,,17031804606,8046.06,14000US17031804606
21900,14000US17031804607,5597,0,,17031804607,8046.07,14000US17031804607
21901,14000US17031804608,2508,174,,17031804608,8046.08,14000US17031804608
21902,14000US17031804609,3501,63,,17031804609,8046.09,14000US17031804609
21903,14000US17031804610,1849,1,,17031804610,8046.10,14000US17031804610
21904,14000US17031804611,3316,131,,17031804611,8046.11,14000US17031804611
21905,14000US17031804701,2623,690,,17031804701,8047.01,14000US17031804701
21906,14000US17031804705,2217,285,,17031804705,8047.05,14000US17031804705
21907,14000US17031804706,2051,0,,17031804706,8047.06,14000US17031804706
21908,14000US17031804709,3825,576,,17031804709,8047.09,14000US17031804709
21909,14000US17031804710,3635,0,,17031804710,8047.10,14000US17031804710
21910,14000US17031804711,3575,622,,17031804711,8047.11,14000US17031804711
21911,14000US17031804712,3753,502,,17031804712,8047.12,14000US17031804712
21912,14000US17031804713,3005,269,,17031804713,8047.13,14000US17031804713
21913,14000US17031804714,3269,28,,17031804714,8047.14,14000US17031804714
21914,14000US17031804715,1481,147,,17031804715,8047.15,14000US17031804715
21915,14000US17031804716,3077,103,,17031804716,8047.16,14000US17031804716
21916,14000US17031804803,4660,83,,17031804803,8048.03,14000US17031804803
21917,14000US17031804804,4126,230,,17031804804,8048.04,14000US17031804804
21918,14000US17031804805,5144,424,,17031804805,8048.05,14000US17031804805
21919,14000US17031804806,1657,392,,17031804806,8048.06,14000US17031804806
21920,14000US17031804807,3903,238,,17031804807,8048.07,14000US17031804807
21921,14000US17031804808,2256,13,,17031804808,8048.08,14000US17031804808
21922,14000US17031804809,3434,83,,17031804809,8048.09,14000US17031804809
21923,14000US17031804810,4796,309,,17031804810,8048.10,14000US17031804810
21924,14000US17031804901,5929,67,,17031804901,8049.01,14000US17031804901
21925,14000US17031804902,4104,0,,17031804902,8049.02,14000US17031804902
21926,14000US17031805001,4410,83,,17031805001,8050.01,14000US17031805001
21927,14000US17031805002,4466,181,,17031805002,8050.02,14000US17031805002
