OBJECTID,GEOID,PopWhite,PopBlack,FID_,GEOID,NAME,GEOID_Data
21928,14000US17031805105,3698,261,,17031805105,8051.05,14000US17031805105
21929,14000US17031805106,2083,81,,17031805106,8051.06,14000US17031805106
21930,14000US17031805107,3451,277,,17031805107,8051.07,14000US17031805107
21931,14000US17031805108,3279,361,,17031805108,8051.08,14000US17031805108
21932,14000US17031805109,3759,216,,17031805109,8051.09,14000US17031805109
21933,14000US17031805110,3849,48,,17031805110,8051.10,14000US17031805110
21934,14000US17031805111,3954,209,,17031805111,8051.11,14000US17031805111
21935,14000US17031805112,2009,1,,17031805112,8051.12,14000US17031805112
21936,14000US17031805201,2512,78,,17031805201,8052.01,14000US17031805201
21937,14000US17031805202,2979,78,,17031805202,8052.02,14000US17031805202
21938,14000US17031805301,2106,0,,17031805301,8053.01,14000US17031805301
21939,14000US17031805302,2256,46,,17031805302,8053.02,14000US17031805302
21940,14000US17031805401,3192,0,,17031805401,8054.01,14000US17031805401
21941,14000US17031805402,4349,3,,17031805402,8054.02,14000US17031805402
21942,14000US17031805501,3343,85,,17031805501,8055.01,14000US17031805501
21943,14000US17031805502,3572,5,,17031805502,8055.02,14000US17031805502
21944,14000US17031805600,4631,24,,17031805600,8056,14000US17031805600
21945,14000US17031805701,5072,0,,17031805701,8057.01,14000US17031805701
21946,14000US17031805702,1656,2,,17031805702,8057.02,14000US17031805702
21947,14000US17031805801,2254,1,,17031805801,8058.01,14000US17031805801
21948,14000US17031805802,4746,1,,17031805802,8058.02,14000US17031805802
21949,14000US17031805901,3351,36,,17031805901,8059.01,14000US17031805901
21950,14000US17031805902,5225,291,,17031805902,8059.02,14000US17031805902
21951,14000US17031806001,3131,144,,17031806001,8060.01,14000US17031806001
21952,14000US17031806002,4253,465,,17031806002,8060.02,14000US17031806002
21953,14000US17031806003,4002,89,,17031806003,8060.03,14000US17031806003
21954,14000US17031806004,5064,154,,17031806004,8060.04,14000US17031806004
21955,14000US17031806102,3386,147,,17031806102,8061.02,14000US17031806102
21956,14000US17031806103,3907,30,,17031806103,8061.03,14000US17031806103
21957,14000US17031806104,2597,348,,17031806104,8061.04,14000US17031806104
21958,14000US17031806201,3261,88,,17031806201,8062.01,14000US17031806201
21959,14000US17031806202,4164,36,,17031806202,8062.02,14000US17031806202
21960,14000US17031806300,3838,0,,17031806300,8063,14000US17031806300
21961,14000US17031806400,2093,0,,17031806400,8064,14000US17031806400
21962,14000US17031806501,1903,31,,17031806501,8065.01,14000US17031806501
21963,14000US17031806502,3233,43,,17031806502,8065.02,14000US17031806502
21964,14000US17031806600,2558,15,,17031806600,8066,14000US17031806600
21965,14000US17031806700,3591,182,,17031806700,8067,14000US17031806700
21966,14000US17031806801,2668,476,,17031806801,8068.01,14000US17031806801
21967,14000US17031806802,1929,186,,17031806802,8068.02,14000US17031806802
21968,14000US17031806900,3185,65,,17031806900,8069,14000US17031806900
21969,14000US17031807000,2957,417,,17031807000,8070,14000US17031807000
21970,14000US17031807100,3143,485,,17031807100,8071,14000US17031807100
21971,14000US17031807200,3751,824,,17031807200,8072,14000US17031807200
21972,14000US17031807300,3868,693,,17031807300,8073,14000US17031807300
21973,14000US17031807400,5103,191,,17031807400,8074,14000US17031807400
21974,14000US17031807500,2086,304,,17031807500,8075,14000US17031807500
21975,14000US17031807600,3113,454,,17031807600,8076,14000US17031807600
21976,14000US17031807700,3526,404,,17031807700,8077,14000US17031807700
21977,14000US17031807800,2059,5,,17031807800,8078,14000US17031807800
21978,14000US17031807900,2558,0,,17031807900,8079,14000US17031807900
21979,14000US17031808001,2585,1,,17031808001,8080.01,14000US17031808001
21980,14000US17031808002,2927,202,,17031808002,8080.02,14000US17031808002
21981,14000US17031808100,2917,183,,17031808100,8081,14000US17031808100
21982,14000US17031808200,3917,22,,17031808200,8082,14000US17031808200
21983,14000US17031808301,3746,41,,17031808301,8083.01,14000US17031808301
21984,14000US17031808302,2485,131,,17031808302,8083.02,14000US17031808302
21985,14000US17031808400,2547,46,,17031808400,8084,14000US17031808400
21986,14000US17031808500,2713,44,,17031808500,8085,14000US17031808500
21987,14000US17031808600,1727,9,,17031808600,8086,14000US17031808600
21988,14000US17031808702,3647,408,,17031808702,8087.02,14000US17031808702
21989,14000US17031808800,3277,133,,17031808800,8088,14000US17031808800
21990,14000US17031808900,3672,68,,17031808900,8089,14000US17031808900
21991,14000US17031809000,3644,82,,17031809000,8090,14000US17031809000
21992,14000US17031809100,3231,240,,17031809100,8091,14000US17031809100
21993,14000US17031809200,1276,3518,,17031809200,8092,14000US17031809200
21994,14000US17031809300,3178,405,,17031809300,8093,14000US17031809300
21995,14000US17031809400,3430,205,,17031809400,8094,14000US17031809400
21996,14000US17031809500,2477,233,,17031809500,8095,14000US17031809500
21997,14000US17031809600,1609,1298,,17031809600,8096,14000US17031809600
21998,14000US17031809700,2492,1155,,17031809700,8097,14000US17031809700
21999,14000US17031809800,2388,255,,17031809800,8098,14000US17031809800
22000,14000US17031809900,2657,74,,17031809900,8099,14000US17031809900
22001,14000US17031810000,3747,154,,17031810000,8100,14000US17031810000
22002,14000US17031810100,3234,996,,17031810100,8101,14000US17031810100
22003,14000US17031810200,2813,2324,,17031810200,8102,14000US17031810200
22004,14000US17031810301,1661,1313,,17031810301,8103.01,14000US17031810301
22005,14000US17031810302,2108,798,,17031810302,8103.02,14000US17031810302
22006,14000US17031810400,4976,1,,17031810400,8104,14000US17031810400
22007,14000US17031810501,4852,33,,17031810501,8105.01,14000US17031810501
22008,14000US17031810502,4668,24,,17031810502,8105.02,14000US17031810502
22009,14000US17031810600,4004,22,,17031810600,8106,14000US17031810600
22010,14000US17031810701,3804,9,,17031810701,8107.01,14000US17031810701
22011,14000US17031810702,3550,97,,17031810702,8107.02,14000US17031810702
22012,14000US17031810800,4702,37,,17031810800,8108,14000US17031810800
22013,14000US17031810900,4660,36,,17031810900,8109,14000US17031810900
22014,14000US17031811000,3712,43,,17031811000,8110,14000US17031811000
22015,14000US17031811100,5251,88,,17031811100,8111,14000US17031811100
22016,14000US17031811200,4529,87,,17031811200,8112,14000US17031811200
22017,14000US17031811301,3109,169,,17031811301,8113.01,14000US17031811301
22018,14000US17031811302,1665,437,,17031811302,8113.02,14000US17031811302
22019,14000US17031811401,4348,83,,17031811401,8114.01,14000US17031811401
22020,14000US17031811402,3476,14,,17031811402,8114.02,14000US17031811402
22021,14000US17031811500,4538,43,,17031811500,8115,14000US17031811500
22022,14000US17031811600,4693,0,,17031811600,8116,14000US17031811600
22023,14000US17031811701,2727,29,,17031811701,8117.01,14000US17031811701
22024,14000US17031811702,3314,86,,17031811702,8117.02,14000US17031811702
22025,14000US17031811800,3805,44,,17031811800,8118,14000US17031811800
22026,14000US17031811900,5040,521,,17031811900,8119,14000US17031811900
22027,14000US17031812000,4398,149,,17031812000,8120,14000US17031812000
22028,14000US17031812100,2614,1329,,17031812100,8121,14000US17031812100
22029,14000US17031812200,3308,419,,17031812200,8122,14000US17031812200
22030,14000US17031812301,2357,559,,17031812301,8123.01,14000US17031812301
22031,14000US17031812302,2240,399,,17031812302,8123.02,14000US17031812302
22032,14000US17031812400,2721,455,,17031812400,8124,14000US17031812400
22033,14000US17031812500,2091,1554,,17031812500,8125,14000US17031812500
22034,14000US17031812600,2067,1041,,17031812600,8126,14000US17031812600
22035,14000US17031812700,2124,647,,17031812700,8127,14000US17031812700
22036,14000US17031812801,1877,728,,17031812801,8128.01,14000US17031812801
22037,14000US17031812802,1863,395,,17031812802,8128.02,14000US17031812802
22038,14000US17031812900,3725,555,,17031812900,8129,14000US17031812900
22039,14000US17031813000,2492,884,,17031813000,8130,14000US17031813000
22040,14000US17031813100,2707,1444,,17031813100,8131,14000US17031813100
22041,14000US17031813200,3231,480,,17031813200,8132,14000US17031813200
22042,14000US17031813301,1016,152,,17031813301,8133.01,14000US17031813301
22043,14000US17031813302,1209,260,,17031813302,8133.02,14000US17031813302
22044,14000US17031813400,3123,379,,17031813400,8134,14000US17031813400
22045,14000US17031813500,2717,189,,17031813500,8135,14000US17031813500
22046,14000US17031813600,1076,116,,17031813600,8136,14000US17031813600
22047,14000US17031813701,893,367,,17031813701,8137.01,14000US17031813701
22048,14000US17031813702,1292,333,,17031813702,8137.02,14000US17031813702
22049,14000US17031813801,957,66,,17031813801,8138.01,14000US17031813801
22050,14000US17031813802,1835,158,,17031813802,8138.02,14000US17031813802
22051,14000US17031813900,2557,270,,17031813900,8139,14000US17031813900
22052,14000US17031814000,2073,182,,17031814000,8140,14000US17031814000
22053,14000US17031814100,1666,66,,17031814100,8141,14000US17031814100
22054,14000US17031814200,2429,198,,17031814200,8142,14000US17031814200
22055,14000US17031814300,1681,30,,17031814300,8143,14000US17031814300
22056,14000US17031814400,3512,79,,17031814400,8144,14000US17031814400
22057,14000US17031814500,2782,111,,17031814500,8145,14000US17031814500
22058,14000US17031814600,3527,310,,17031814600,8146,14000US17031814600
22059,14000US17031814700,3347,280,,17031814700,8147,14000US17031814700
22060,14000US17031814800,3851,528,,17031814800,8148,14000US17031814800
22061,14000US17031814900,3189,1308,,17031814900,8149,14000US17031814900
22062,14000US17031815000,2180,575,,17031815000,8150,14000US17031815000
22063,14000US17031815100,2645,284,,17031815100,8151,14000US17031815100
22064,14000US17031815200,4107,298,,17031815200,8152,14000US17031815200
22065,14000US17031815300,2548,47,,17031815300,8153,14000US17031815300
22066,14000US17031815400,4331,145,,17031815400,8154,14000US17031815400
22067,14000US17031815500,5383,15,,17031815500,8155,14000US17031815500
22068,14000US17031815600,4556,160,,17031815600,8156,14000US17031815600
22069,14000US17031815701,3546,27,,17031815701,8157.01,14000US17031815701
22070,14000US17031815702,4248,0,,17031815702,8157.02,14000US17031815702
22071,14000US17031815800,1365,49,,17031815800,8158,14000US17031815800
22072,14000US17031815900,2262,1817,,17031815900,8159,14000US17031815900
22073,14000US17031816000,2171,984,,17031816000,8160,14000US17031816000
22074,14000US17031816100,2968,2117,,17031816100,8161,14000US17031816100
22075,14000US17031816200,2692,851,,17031816200,8162,14000US17031816200
22076,14000US17031816300,2712,134,,17031816300,8163,14000US17031816300
22077,14000US17031816401,3027,10,,17031816401,8164.01,14000US17031816401
22078,14000US17031816402,1728,251,,17031816402,8164.02,14000US17031816402
22079,14000US17031816500,2254,51,,17031816500,8165,14000US17031816500
22080,14000US17031816600,2363,56,,17031816600,8166,14000US17031816600
22081,14000US17031816700,1425,75,,17031816700,8167,14000US17031816700
22082,14000US17031816800,2686,1424,,17031816800,8168,14000US17031816800
22083,14000US17031816900,1271,3528,,17031816900,8169,14000US17031816900
22084,14000US17031817000,402,3664,,17031817000,8170,14000US17031817000
22085,14000US17031817101,430,4056,,17031817101,8171.01,14000US17031817101
22086,14000US17031817102,84,3085,,17031817102,8171.02,14000US17031817102
22087,14000US17031817200,128,3306,,17031817200,8172,14000US17031817200
22088,14000US17031817300,484,2017,,17031817300,8173,14000US17031817300
22089,14000US17031817400,1818,1169,,17031817400,8174,14000US17031817400
22090,14000US17031817500,263,3007,,17031817500,8175,14000US17031817500
22091,14000US17031817600,401,3666,,17031817600,8176,14000US17031817600
22092,14000US17031817700,264,4665,,17031817700,8177,14000US17031817700
22093,14000US17031817900,1185,4140,,17031817900,8179,14000US17031817900
22094,14000US17031818000,1759,1948,,17031818000,8180,14000US17031818000
22095,14000US17031818100,1810,161,,17031818100,8181,14000US17031818100
22096,14000US17031818200,2673,1184,,17031818200,8182,14000US17031818200
22097,14000US17031818300,1949,2564,,17031818300,8183,14000US17031818300
22098,14000US17031818401,1540,1385,,17031818401,8184.01,14000US17031818401
22099,14000US17031818402,1861,668,,17031818402,8184.02,14000US17031818402
22100,14000US17031818500,4579,564,,17031818500,8185,14000US17031818500
22101,14000US17031818600,4051,471,,17031818600,8186,14000US17031818600
22102,14000US17031818700,3392,129,,17031818700,8187,14000US17031818700
22103,14000US17031818800,5356,97,,17031818800,8188,14000US17031818800
22104,14000US17031818900,4197,264,,17031818900,8189,14000US17031818900
22105,14000US17031819000,4442,110,,17031819000,8190,14000US17031819000
22106,14000US17031819100,3628,110,,17031819100,8191,14000US17031819100
22107,14000US17031819200,5282,319,,17031819200,8192,14000US17031819200
22108,14000US17031819300,2618,0,,17031819300,8193,14000US17031819300
22109,14000US17031819400,4593,70,,17031819400,8194,14000US17031819400
22110,14000US17031819500,2530,549,,17031819500,8195,14000US17031819500
22111,14000US17031819600,3662,60,,17031819600,8196,14000US17031819600
22112,14000US17031819700,5769,0,,17031819700,8197,14000US17031819700
22113,14000US17031819801,5210,13,,17031819801,8198.01,14000US17031819801
22114,14000US17031819802,2580,7,,17031819802,8198.02,14000US17031819802
22115,14000US17031819900,3235,11,,17031819900,8199,14000US17031819900
22116,14000US17031820000,1648,11,,17031820000,8200,14000US17031820000
22117,14000US17031820101,6757,165,,17031820101,8201.01,14000US17031820101
22118,14000US17031820103,3530,110,,17031820103,8201.03,14000US17031820103
22119,14000US17031820104,3699,129,,17031820104,8201.04,14000US17031820104
22120,14000US17031820201,6766,253,,17031820201,8202.01,14000US17031820201
22121,14000US17031820202,3429,0,,17031820202,8202.02,14000US17031820202
22122,14000US17031820300,4038,217,,17031820300,8203,14000US17031820300
22123,14000US17031820400,3849,740,,17031820400,8204,14000US17031820400
22124,14000US17031820501,5485,65,,17031820501,8205.01,14000US17031820501
22125,14000US17031820502,4253,345,,17031820502,8205.02,14000US17031820502
22126,14000US17031820603,4198,129,,17031820603,8206.03,14000US17031820603
22127,14000US17031820604,3431,216,,17031820604,8206.04,14000US17031820604
22128,14000US17031820605,1841,2530,,17031820605,8206.05,14000US17031820605
22129,14000US17031820606,3293,80,,17031820606,8206.06,14000US17031820606
22130,14000US17031820700,5253,172,,17031820700,8207,14000US17031820700
22131,14000US17031820800,2735,32,,17031820800,8208,14000US17031820800
22132,14000US17031820901,4715,30,,17031820901,8209.01,14000US17031820901
22133,14000US17031820902,3626,32,,17031820902,8209.02,14000US17031820902
22134,14000US17031821001,4705,55,,17031821001,8210.01,14000US17031821001
22135,14000US17031821002,4887,35,,17031821002,8210.02,14000US17031821002
22136,14000US17031821101,4149,44,,17031821101,8211.01,14000US17031821101
22137,14000US17031821102,3153,19,,17031821102,8211.02,14000US17031821102
22138,14000US17031821200,1968,2777,,17031821200,8212,14000US17031821200
22139,14000US17031821300,2712,2102,,17031821300,8213,14000US17031821300
22140,14000US17031821401,1020,2594,,17031821401,8214.01,14000US17031821401
22141,14000US17031821402,199,3535,,17031821402,8214.02,14000US17031821402
22142,14000US17031821500,87,2213,,17031821500,8215,14000US17031821500
22143,14000US17031821600,2112,1923,,17031821600,8216,14000US17031821600
22144,14000US17031821700,4292,370,,17031821700,8217,14000US17031821700
22145,14000US17031821800,4020,1034,,17031821800,8218,14000US17031821800
22146,14000US17031821900,4039,864,,17031821900,8219,14000US17031821900
22147,14000US17031822000,4199,0,,17031822000,8220,14000US17031822000
22148,14000US17031822101,4171,6,,17031822101,8221.01,14000US17031822101
22149,14000US17031822102,3673,405,,17031822102,8221.02,14000US17031822102
22150,14000US17031822200,3577,26,,17031822200,8222,14000US17031822200
22151,14000US17031822301,3482,15,,17031822301,8223.01,14000US17031822301
22152,14000US17031822302,3165,232,,17031822302,8223.02,14000US17031822302
22153,14000US17031822400,6179,175,,17031822400,8224,14000US17031822400
22154,14000US17031822500,3808,221,,17031822500,8225,14000US17031822500
22155,14000US17031822601,4086,30,,17031822601,8226.01,14000US17031822601
22156,14000US17031822602,6071,148,,17031822602,8226.02,14000US17031822602
22157,14000US17031822701,3714,292,,17031822701,8227.01,14000US17031822701
22158,14000US17031822702,2861,223,,17031822702,8227.02,14000US17031822702
22159,14000US17031822801,3466,157,,17031822801,8228.01,14000US17031822801
22160,14000US17031822802,3275,189,,17031822802,8228.02,14000US17031822802
22161,14000US17031822900,1848,28,,17031822900,8229,14000US17031822900
22162,14000US17031823001,5279,472,,17031823001,8230.01,14000US17031823001
22163,14000US17031823002,5504,89,,17031823002,8230.02,14000US17031823002
22164,14000US17031823101,3921,31,,17031823101,8231.01,14000US17031823101
22165,14000US17031823102,3821,9,,17031823102,8231.02,14000US17031823102
22166,14000US17031823200,4490,183,,17031823200,8232,14000US17031823200
22167,14000US17031823302,3455,1810,,17031823302,8233.02,14000US17031823302
22168,14000US17031823303,3872,302,,17031823303,8233.03,14000US17031823303
22169,14000US17031823304,4587,731,,17031823304,8233.04,14000US17031823304
22170,14000US17031823400,2677,895,,17031823400,8234,14000US17031823400
22171,14000US17031823500,3824,600,,17031823500,8235,14000US17031823500
22172,14000US17031823602,5517,104,,17031823602,8236.02,14000US17031823602
22173,14000US17031823603,526,1077,,17031823603,8236.03,14000US17031823603
22174,14000US17031823604,3369,126,,17031823604,8236.04,14000US17031823604
22175,14000US17031823605,4086,87,,17031823605,8236.05,14000US17031823605
22176,14000US17031823702,5336,760,,17031823702,8237.02,14000US17031823702
22177,14000US17031823703,6309,68,,17031823703,8237.03,14000US17031823703
22178,14000US17031823704,3708,74,,17031823704,8237.04,14000US17031823704
22179,14000US17031823705,4241,212,,17031823705,8237.05,14000US17031823705
22180,14000US17031823801,5114,11,,17031823801,8238.01,14000US17031823801
22181,14000US17031823803,6415,58,,17031823803,8238.03,14000US17031823803
22182,14000US17031823805,2825,46,,17031823805,8238.05,14000US17031823805
22183,14000US17031823806,3042,266,,17031823806,8238.06,14000US17031823806
22184,14000US17031823901,3384,116,,17031823901,8239.01,14000US17031823901
22185,14000US17031823903,4242,114,,17031823903,8239.03,14000US17031823903
22186,14000US17031823904,3890,15,,17031823904,8239.04,14000US17031823904
22187,14000US17031824003,5769,14,,17031824003,8240.03,14000US17031824003
22188,14000US17031824004,5133,32,,17031824004,8240.04,14000US17031824004
22189,14000US17031824005,4983,51,,17031824005,8240.05,14000US17031824005
22190,14000US17031824006,3837,0,,17031824006,8240.06,14000US17031824006
22191,14000US17031824105,6360,151,,17031824105,8241.05,14000US17031824105
22192,14000US17031824106,6053,267,,17031824106,8241.06,14000US17031824106
22193,14000US17031824107,5886,244,,17031824107,8241.07,14000US17031824107
22194,14000US17031824108,6350,270,,17031824108,8241.08,14000US17031824108
22195,14000US17031824113,5845,32,,17031824113,8241.13,14000US17031824113
22196,14000US17031824114,4487,89,,17031824114,8241.14,14000US17031824114
22197,14000US17031824115,3186,85,,17031824115,8241.15,14000US17031824115
22198,14000US17031824116,4404,17,,17031824116,8241.16,14000US17031824116
22199,14000US17031824117,8858,90,,17031824117,8241.17,14000US17031824117
22200,14000US17031824119,5569,101,,17031824119,8241.19,14000US17031824119
22201,14000US17031824120,7980,107,,17031824120,8241.20,14000US17031824120
22202,14000US17031824121,3340,0,,17031824121,8241.21,14000US17031824121
22203,14000US17031824122,5409,181,,17031824122,8241.22,14000US17031824122
22204,14000US17031824123,7158,307,,17031824123,8241.23,14000US17031824123
22205,14000US17031824300,387,4571,,17031824300,8243,14000US17031824300
22206,14000US17031824400,1130,1059,,17031824400,8244,14000US17031824400
22207,14000US17031824503,5751,154,,17031824503,8245.03,14000US17031824503
22208,14000US17031824505,6033,329,,17031824505,8245.05,14000US17031824505
22209,14000US17031824506,7069,65,,17031824506,8245.06,14000US17031824506
22210,14000US17031824507,3733,44,,17031824507,8245.07,14000US17031824507
22211,14000US17031824601,3997,199,,17031824601,8246.01,14000US17031824601
22212,14000US17031824602,5602,416,,17031824602,8246.02,14000US17031824602
22213,14000US17031824701,2592,361,,17031824701,8247.01,14000US17031824701
22214,14000US17031824702,4196,659,,17031824702,8247.02,14000US17031824702
22215,14000US17031824800,3527,2272,,17031824800,8248,14000US17031824800
22216,14000US17031824900,1049,2088,,17031824900,8249,14000US17031824900
22217,14000US17031825000,3952,440,,17031825000,8250,14000US17031825000
22218,14000US17031825200,1591,95,,17031825200,8252,14000US17031825200
22219,14000US17031825302,5353,46,,17031825302,8253.02,14000US17031825302
22220,14000US17031825303,3244,139,,17031825303,8253.03,14000US17031825303
22221,14000US17031825304,3620,199,,17031825304,8253.04,14000US17031825304
22222,14000US17031825400,5476,100,,17031825400,8254,14000US17031825400
22223,14000US17031825501,1156,4804,,17031825501,8255.01,14000US17031825501
22224,14000US17031825503,1196,4758,,17031825503,8255.03,14000US17031825503
22225,14000US17031825504,339,3420,,17031825504,8255.04,14000US17031825504
22226,14000US17031825505,622,4482,,17031825505,8255.05,14000US17031825505
22227,14000US17031825600,953,3957,,17031825600,8256,14000US17031825600
22228,14000US17031825700,1192,2711,,17031825700,8257,14000US17031825700
22229,14000US17031825801,292,3400,,17031825801,8258.01,14000US17031825801
22230,14000US17031825802,738,3587,,17031825802,8258.02,14000US17031825802
22231,14000US17031825803,799,4082,,17031825803,8258.03,14000US17031825803
22232,14000US17031825900,1177,1440,,17031825900,8259,14000US17031825900
22233,14000US17031826000,914,2241,,17031826000,8260,14000US17031826000
22234,14000US17031826100,2473,3870,,17031826100,8261,14000US17031826100
22235,14000US17031826201,408,3222,,17031826201,8262.01,14000US17031826201
22236,14000US17031826202,1948,3953,,17031826202,8262.02,14000US17031826202
22237,14000US17031826301,300,3519,,17031826301,8263.01,14000US17031826301
22238,14000US17031826303,204,3891,,17031826303,8263.03,14000US17031826303
22239,14000US17031826304,214,2878,,17031826304,8263.04,14000US17031826304
22240,14000US17031826401,151,4249,,17031826401,8264.01,14000US17031826401
22241,14000US17031826402,503,4092,,17031826402,8264.02,14000US17031826402
22242,14000US17031826500,309,6009,,17031826500,8265,14000US17031826500
22243,14000US17031826600,417,5343,,17031826600,8266,14000US17031826600
22244,14000US17031826700,275,4973,,17031826700,8267,14000US17031826700
22245,14000US17031826800,1596,1952,,17031826800,8268,14000US17031826800
22246,14000US17031826901,161,1495,,17031826901,8269.01,14000US17031826901
22247,14000US17031826902,2,986,,17031826902,8269.02,14000US17031826902
22248,14000US17031827000,33,3578,,17031827000,8270,14000US17031827000
22249,14000US17031827100,55,2382,,17031827100,8271,14000US17031827100
22250,14000US17031827200,935,2782,,17031827200,8272,14000US17031827200
22251,14000US17031827300,382,2888,,17031827300,8273,14000US17031827300
22252,14000US17031827400,151,3650,,17031827400,8274,14000US17031827400
22253,14000US17031827500,1618,3115,,17031827500,8275,14000US17031827500
22254,14000US17031827600,0,3536,,17031827600,8276,14000US17031827600
22255,14000US17031827700,449,2204,,17031827700,8277,14000US17031827700
22256,14000US17031827801,1903,3062,,17031827801,8278.01,14000US17031827801
22257,14000US17031827802,516,3035,,17031827802,8278.02,14000US17031827802
22258,14000US17031827804,466,2528,,17031827804,8278.04,14000US17031827804
22259,14000US17031827805,573,2268,,17031827805,8278.05,14000US17031827805
22260,14000US17031827901,357,2040,,17031827901,8279.01,14000US17031827901
22261,14000US17031827902,2133,2076,,17031827902,8279.02,14000US17031827902
22262,14000US17031828000,3124,1303,,17031828000,8280,14000US17031828000
22263,14000US17031828100,4081,581,,17031828100,8281,14000US17031828100
22264,14000US17031828201,2481,1930,,17031828201,8282.01,14000US17031828201
22265,14000US17031828202,2403,1530,,17031828202,8282.02,14000US17031828202
22266,14000US17031828300,2488,985,,17031828300,8283,14000US17031828300
22267,14000US17031828401,2627,956,,17031828401,8284.01,14000US17031828401
22268,14000US17031828402,1996,1634,,17031828402,8284.02,14000US17031828402
22269,14000US17031828503,1589,2705,,17031828503,8285.03,14000US17031828503
22270,14000US17031828504,1719,3595,,17031828504,8285.04,14000US17031828504
22271,14000US17031828505,3609,2344,,17031828505,8285.05,14000US17031828505
22272,14000US17031828506,3776,5161,,17031828506,8285.06,14000US17031828506
22273,14000US17031828601,3370,484,,17031828601,8286.01,14000US17031828601
22274,14000US17031828602,2211,1951,,17031828602,8286.02,14000US17031828602
22275,14000US17031828701,1539,1930,,17031828701,8287.01,14000US17031828701
22276,14000US17031828702,926,4081,,17031828702,8287.02,14000US17031828702
22277,14000US17031828801,2785,1661,,17031828801,8288.01,14000US17031828801
22278,14000US17031828802,2144,652,,17031828802,8288.02,14000US17031828802
22279,14000US17031828900,1311,1595,,17031828900,8289,14000US17031828900
22280,14000US17031829000,1,1753,,17031829000,8290,14000US17031829000
22281,14000US17031829100,2153,599,,17031829100,8291,14000US17031829100
22282,14000US17031829200,2658,1859,,17031829200,8292,14000US17031829200
22283,14000US17031829301,2099,1428,,17031829301,8293.01,14000US17031829301
22284,14000US17031829302,742,2594,,17031829302,8293.02,14000US17031829302
22285,14000US17031829401,4,1427,,17031829401,8294.01,14000US17031829401
22286,14000US17031829402,1191,1903,,17031829402,8294.02,14000US17031829402
22287,14000US17031829500,2449,712,,17031829500,8295,14000US17031829500
22288,14000US17031829600,2477,77,,17031829600,8296,14000US17031829600
22289,14000US17031829700,994,3023,,17031829700,8297,14000US17031829700
22290,14000US17031829800,3042,3046,,17031829800,8298,14000US17031829800
22291,14000US17031829901,2588,5767,,17031829901,8299.01,14000US17031829901
22292,14000US17031829902,1471,4854,,17031829902,8299.02,14000US17031829902
22293,14000US17031830001,1644,99,,17031830001,8300.01,14000US17031830001
22294,14000US17031830003,404,7764,,17031830003,8300.03,14000US17031830003
22295,14000US17031830004,931,5310,,17031830004,8300.04,14000US17031830004
22296,14000US17031830005,1147,2657,,17031830005,8300.05,14000US17031830005
22297,14000US17031830006,946,1635,,17031830006,8300.06,14000US17031830006
22298,14000US17031830007,943,2945,,17031830007,8300.07,14000US17031830007
22299,14000US17031830008,412,4084,,17031830008,8300.08,14000US17031830008
22300,14000US17031830100,711,2338,,17031830100,8301,14000US17031830100
22301,14000US17031830201,1029,4244,,17031830201,8302.01,14000US17031830201
22302,14000US17031830202,1186,2054,,17031830202,8302.02,14000US17031830202
22303,14000US17031830300,1330,2858,,17031830300,8303,14000US17031830300
22304,14000US17031830400,1797,2447,,17031830400,8304,14000US17031830400
22305,14000US17031830500,3111,40,,17031830500,8305,14000US17031830500
22306,14000US17031830600,2968,765,,17031830600,8306,14000US17031830600
22307,14000US17031830700,1738,964,,17031830700,8307,14000US17031830700
22308,14000US17031830800,1808,104,,17031830800,8308,14000US17031830800
22309,14000US17031830900,2369,39,,17031830900,8309,14000US17031830900
22310,14000US17031831000,1870,45,,17031831000,8310,14000US17031831000
22311,14000US17031831100,4799,325,,17031831100,8311,14000US17031831100
22312,14000US17031831200,2271,131,,17031831200,8312,14000US17031831200
22313,14000US17031831300,279,621,,17031831300,8313,14000US17031831300
22314,14000US17031831400,384,2119,,17031831400,8314,14000US17031831400
22315,14000US17031831500,2092,194,,17031831500,8315,14000US17031831500
22316,14000US17031831600,3877,435,,17031831600,8316,14000US17031831600
22317,14000US17031831700,1358,66,,17031831700,8317,14000US17031831700
22318,14000US17031831800,2683,117,,17031831800,8318,14000US17031831800
22319,14000US17031831900,2714,1,,17031831900,8319,14000US17031831900
22320,14000US17031832000,1830,83,,17031832000,8320,14000US17031832000
22321,14000US17031832100,2303,589,,17031832100,8321,14000US17031832100
22322,14000US17031832200,2853,57,,17031832200,8322,14000US17031832200
22323,14000US17031832300,2020,50,,17031832300,8323,14000US17031832300
22324,14000US17031832400,3089,187,,17031832400,8324,14000US17031832400
22325,14000US17031832500,2894,324,,17031832500,8325,14000US17031832500
22326,14000US17031832600,3959,113,,17031832600,8326,14000US17031832600
22327,14000US17031832900,1513,92,,17031832900,8329,14000US17031832900
22328,14000US17031833000,1953,334,,17031833000,8330,14000US17031833000
22329,14000US17031833100,4922,980,,17031833100,8331,14000US17031833100
22330,14000US17031833300,1334,150,,17031833300,8333,14000US17031833300
22331,14000US17031833900,1040,692,,17031833900,8339,14000US17031833900
22332,14000US17031834000,24,3594,,17031834000,8340,14000US17031834000
22333,14000US17031834200,32,4466,,17031834200,8342,14000US17031834200
22334,14000US17031834300,52,5809,,17031834300,8343,14000US17031834300
22335,14000US17031834400,140,3360,,17031834400,8344,14000US17031834400
